HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	TwHtMLxt  N_0	TwHtMLxt  N_1	TwHtMLxt  N_2	TwHtMLxt  N_3	TwHtMLxt  N_4	TwHtMLxt  N_5	TwHtMLxt  N_7	TwHtMLxt  N_8	TwHtMLxt  N_9	TwHtMLxt  N_10	TwHtMLyt  N_0	TwHtMLyt  N_1	TwHtMLyt  N_2	TwHtMLyt  N_3	TwHtMLyt  N_4	TwHtMLyt  N_5	TwHtMLyt  N_7	TwHtMLyt  N_8	TwHtMLyt  N_9	TwHtMLyt  N_10	TwHtMLzt  N_0	TwHtMLzt  N_1	TwHtMLzt  N_2	TwHtMLzt  N_3	TwHtMLzt  N_4	TwHtMLzt  N_5	TwHtMLzt  N_7	TwHtMLzt  N_8	TwHtMLzt  N_9	TwHtMLzt  N_10	TwHtFLxt  N_0	TwHtFLxt  N_1	TwHtFLxt  N_2	TwHtFLxt  N_3	TwHtFLxt  N_4	TwHtFLxt  N_5	TwHtFLxt  N_7	TwHtFLxt  N_8	TwHtFLxt  N_9	TwHtFLxt  N_10	TwHtFLyt  N_0	TwHtFLyt  N_1	TwHtFLyt  N_2	TwHtFLyt  N_3	TwHtFLyt  N_4	TwHtFLyt  N_5	TwHtFLyt  N_7	TwHtFLyt  N_8	TwHtFLyt  N_9	TwHtFLyt  N_10	TwHtFLzt  N_0	TwHtFLzt  N_1	TwHtFLzt  N_2	TwHtFLzt  N_3	TwHtFLzt  N_4	TwHtFLzt  N_5	TwHtFLzt  N_7	TwHtFLzt  N_8	TwHtFLzt  N_9	TwHtFLzt  N_10	
0.450000	-1439.851562	-698.056396	33.060566	731.398071	1369.047119	1919.439575	2695.444092	2923.464111	3071.715088	3176.409424	-2234.434814	-2214.412109	-2191.334473	-2161.521240	-2120.827637	-2066.230713	-1916.861084	-1832.257080	-1754.490234	-1694.236206	-838.978638	-838.968628	-838.942017	-838.902222	-838.855530	-838.811401	-838.771057	-838.785889	-838.820862	-838.867798	-2.483797	-2.534232	-2.684773	-3.312231	-4.576000	-6.414088	-10.563440	-11.882170	-11.929229	-8.934815	95.719490	96.349358	96.574760	94.199974	88.012245	77.793770	48.894054	33.709927	20.908197	12.575301	-6032.103516	-5931.049805	-5588.459473	-5269.920410	-4974.595703	-4701.630371	-4219.370605	-4008.365723	-3816.303467	-3605.151367	
0.500000	1009.533447	1255.930542	1494.744995	1714.093018	1899.111084	2036.046875	2137.000488	2106.697266	2040.995972	1961.504150	-2572.643799	-2441.736816	-2310.660889	-2181.783203	-2058.528320	-1944.886108	-1762.558350	-1700.958618	-1662.689575	-1646.991211	-741.443176	-741.384094	-741.331116	-741.288330	-741.260620	-741.251831	-741.290161	-741.326233	-741.360168	-741.382080	-16.808977	-17.045298	-17.280945	-17.276527	-16.859760	-15.924400	-12.377006	-9.830983	-6.873110	-2.709490	31.941195	32.048054	31.959505	30.462400	26.906857	21.212276	5.648585	-2.150902	-8.291439	-11.107967	-6020.813477	-5919.759766	-5577.170898	-5258.629883	-4963.301270	-4690.333984	-4208.068359	-3997.062988	-3805.003662	-3593.856934	
0.550000	4595.734375	3956.430908	3325.381104	2725.853516	2187.661865	1739.860840	1190.552124	1093.465942	1092.767334	1153.646606	-2666.141846	-2474.789307	-2285.415771	-2104.525146	-1940.717773	-1802.755371	-1630.154541	-1600.219727	-1604.500610	-1634.258789	-717.784302	-717.708313	-717.655212	-717.624695	-717.614136	-717.618530	-717.653564	-717.678711	-717.704773	-717.721497	-24.635143	-24.976696	-25.252922	-24.798864	-23.214159	-20.363802	-11.534923	-6.358788	-1.381917	3.492694	-82.325310	-83.391617	-84.081322	-82.069618	-76.035278	-65.669342	-35.279694	-18.638060	-3.845165	7.928685	-6003.497070	-5902.437012	-5559.839844	-5241.291016	-4945.956055	-4672.982422	-4190.713379	-3979.711182	-3787.657959	-3576.518555	
0.600000	6522.311523	5452.798340	4399.994141	3404.426514	2517.850830	1790.243652	936.691040	813.327942	849.266113	981.364563	-2351.582520	-2231.705566	-2112.784424	-1998.611694	-1894.311646	-1805.237793	-1689.633911	-1667.236816	-1667.722656	-1686.587646	-565.389587	-565.329895	-565.294983	-565.280090	-565.276672	-565.274414	-565.250244	-565.232178	-565.218262	-565.206299	-15.425812	-15.653279	-15.861824	-15.654427	-14.784437	-13.154931	-7.909470	-4.703316	-1.479879	2.038222	-137.877045	-139.436996	-140.368652	-136.584595	-125.785881	-107.476692	-54.477421	-25.898571	-0.981237	17.604141	-5984.075195	-5883.010742	-5540.407715	-5221.855469	-4926.517578	-4653.542969	-4171.271973	-3960.271240	-3768.220459	-3557.085693	
0.650000	5462.513184	4823.762695	4192.138184	3586.489990	3031.031250	2549.305908	1867.177368	1669.541504	1548.960693	1476.802002	-1661.132080	-1693.901733	-1724.975220	-1752.135498	-1772.895508	-1785.381226	-1785.655518	-1778.820923	-1774.747192	-1779.482178	-320.468811	-320.446381	-320.437927	-320.439026	-320.441895	-320.437897	-320.384125	-320.333984	-320.276520	-320.221985	4.267220	4.249613	4.153247	3.767796	3.003880	1.896498	-0.640437	-1.504014	-1.655300	-0.093714	-82.303329	-83.120621	-83.683868	-82.070297	-77.188568	-68.783340	-44.143997	-30.682550	-18.755569	-9.321501	-5965.645996	-5864.588379	-5521.993164	-5203.446777	-4908.111816	-4635.137695	-4152.863770	-3941.858154	-3749.802979	-3538.664551	
0.700000	3154.463623	3272.889404	3383.120361	3470.712158	3517.490967	3506.285645	3270.299316	3048.355469	2775.893311	2477.303223	-1115.918701	-1230.520508	-1342.658325	-1448.226074	-1542.439697	-1621.423462	-1730.864136	-1768.920898	-1807.458740	-1856.608398	-104.934502	-104.934235	-104.937500	-104.943260	-104.949364	-104.951828	-104.920708	-104.873909	-104.804306	-104.728615	14.815717	14.877367	14.828019	14.261399	12.989070	11.044488	6.280438	4.406947	3.618510	5.385281	15.412807	15.660802	15.618577	13.862656	9.614345	2.749761	-16.354828	-26.245667	-34.436268	-39.336945	-5950.251465	-5849.198242	-5506.608887	-5188.069336	-4892.741699	-4619.771484	-4137.494141	-3926.477783	-3734.407227	-3523.248779	
0.750000	2085.074951	2541.534424	2985.961670	3395.351562	3740.509277	3993.375000	4153.201172	4059.957275	3876.925293	3640.815674	-940.363770	-1011.785217	-1083.129272	-1154.917725	-1228.389648	-1305.675171	-1485.432129	-1597.455688	-1732.140259	-1892.660156	25.900503	25.900682	25.902044	25.902294	25.899286	25.893053	25.894041	25.923435	25.983496	26.057655	9.213981	9.167037	9.077020	9.000413	9.020090	9.246896	10.883754	12.603797	15.118855	19.734650	59.006828	59.530704	59.623394	57.014416	50.436230	39.638393	8.994676	-7.311765	-21.345570	-31.257584	-5938.705078	-5837.652832	-5495.064453	-5176.527344	-4881.202637	-4608.237305	-4125.966309	-3914.951660	-3722.879883	-3511.716553	
0.800000	2660.715088	2957.243896	3249.423340	3530.045898	3789.829346	4019.365723	4359.799316	4465.384766	4531.279785	4566.826660	-783.241150	-793.391663	-806.597900	-829.153076	-869.722900	-937.671448	-1187.858887	-1380.236694	-1619.103516	-1898.134766	100.463951	100.481163	100.497246	100.508469	100.511337	100.505157	100.490952	100.509132	100.559608	100.627312	1.261764	1.095142	0.968632	1.523411	3.175815	6.115953	15.577093	21.539026	27.776993	35.150967	38.304821	38.358849	38.224564	37.249947	35.047012	31.500435	21.180500	15.307259	9.749489	4.515684	-5931.828125	-5830.775391	-5488.186035	-5169.647461	-4874.322266	-4601.356934	-4119.095215	-3908.091797	-3716.035156	-3504.888428	
0.850000	3443.428223	3570.337891	3698.128174	3830.460449	3971.779297	4125.572754	4471.531738	4655.294434	4834.711914	5000.480469	-153.755768	-225.012115	-299.955811	-384.973022	-488.811554	-620.804077	-1000.224304	-1256.538818	-1557.615967	-1896.317627	166.713425	166.766861	166.807907	166.832611	166.839279	166.830383	166.805573	166.820511	166.869354	166.935318	9.098142	9.003499	8.944445	9.580674	11.333204	14.382984	23.993998	29.926172	36.013893	42.949825	16.386234	16.109989	15.809356	15.946531	16.741381	18.176409	21.869350	23.229263	23.596891	21.775946	-5930.138672	-5829.085449	-5486.495605	-5167.955566	-4872.628418	-4599.662598	-4117.406738	-3906.409668	-3714.361572	-3503.225586	
0.900000	3586.677979	3810.502686	4030.328857	4240.439941	4433.368164	4601.251465	4836.015625	4895.622070	4916.710938	4905.479980	998.152893	734.280823	468.926971	201.686646	-68.419304	-342.959778	-914.649475	-1217.872681	-1537.487793	-1875.045776	237.194626	237.283844	237.348175	237.383804	237.391052	237.376740	237.344131	237.363907	237.423203	237.501846	33.912449	34.075130	34.179981	34.294464	34.491489	34.850826	36.402439	37.768177	39.628883	42.853413	28.952427	28.905787	28.691795	27.818241	25.976479	23.050154	14.387806	9.244984	4.114574	-1.352444	-5932.910645	-5831.856934	-5489.267090	-5170.728027	-4875.400879	-4602.436035	-4120.173828	-3909.171143	-3717.113770	-3505.968018	
0.950000	3949.697754	4258.907227	4556.464355	4822.891113	5033.278809	5163.344727	5119.667480	4942.346191	4680.150391	4362.967285	2230.210938	1773.432617	1317.343750	867.261169	429.691803	10.631954	-759.439880	-1112.989502	-1453.858154	-1791.572510	271.753754	271.848236	271.916077	271.952881	271.959167	271.943329	271.916229	271.948090	272.026520	272.130768	58.770023	59.169571	59.428661	59.046322	57.756737	55.533073	49.267246	46.132252	43.741966	43.010681	40.101219	40.336060	40.212658	37.816219	32.059353	22.695354	-4.015992	-18.495512	-31.322792	-41.370178	-5938.385742	-5837.331543	-5494.741699	-5176.201660	-4880.875000	-4607.908203	-4125.635742	-3914.620850	-3722.549072	-3511.386230	
1.000000	5703.270996	5704.208984	5693.603027	5655.439453	5569.290039	5415.486328	4856.597656	4451.520020	3980.871338	3470.795410	3116.414551	2587.647461	2058.973389	1535.417114	1023.278381	528.665649	-392.286530	-817.890686	-1225.263916	-1621.968140	228.667923	228.746414	228.803574	228.834915	228.840698	228.828644	228.818863	228.861664	228.951706	229.072601	68.019539	68.464600	68.782135	68.506416	67.374718	65.330536	59.224476	55.888073	52.978420	50.933517	0.457750	0.401030	0.079038	-2.115889	-7.083851	-15.006996	-37.189404	-48.957909	-59.113388	-66.381981	-5944.878418	-5843.820312	-5501.227051	-5182.682129	-4887.350098	-4614.376953	-4132.092773	-3921.074463	-3729.001465	-3517.840576	
1.050000	8628.040039	7973.941406	7316.328613	6659.105957	6007.258789	5365.803223	4128.779297	3536.056152	2959.012939	2393.487305	3709.871826	3208.035156	2703.386719	2195.824463	1685.198486	1171.607300	138.377869	-378.253174	-891.848206	-1400.325684	118.763794	118.848610	118.908028	118.939560	118.945709	118.935600	118.930855	118.970703	119.051361	119.163277	64.493149	64.841927	65.147041	65.465126	65.816666	66.186501	66.764450	66.811409	66.579865	65.725777	-83.967369	-84.800056	-85.552498	-85.857460	-85.498238	-84.407669	-80.431419	-77.992989	-75.631592	-73.250259	-5951.468750	-5850.399902	-5507.793945	-5189.236816	-4893.892578	-4620.909180	-4138.614258	-3927.599609	-3735.534912	-3524.386963	
1.100000	11265.072266	10031.100586	8800.731445	7594.837402	6440.125488	5362.787109	3509.668945	2739.909180	2057.038086	1431.339600	4428.959473	3922.876465	3411.714355	2891.740234	2358.196045	1806.822021	643.554871	35.687557	-581.422485	-1199.066650	-16.221706	-16.095234	-16.010534	-15.968249	-15.962410	-15.980075	-16.012886	-15.993107	-15.936246	-15.846095	64.984673	65.294220	65.614250	66.373070	67.796112	69.904465	75.336449	77.893456	79.722542	80.011490	-158.725601	-160.182541	-161.279419	-159.958740	-155.043228	-146.242432	-119.825447	-105.130074	-91.881332	-80.862526	-5957.247559	-5856.164551	-5513.543945	-5194.972168	-4899.615234	-4626.620605	-4144.316406	-3933.302734	-3741.241455	-3530.100098	
1.150000	12452.193359	11034.154297	9619.708008	8230.506836	6894.443848	5639.210449	3447.842041	2521.603271	1693.280518	933.594238	5531.372559	4906.221680	4276.326660	3639.853271	2994.450439	2338.173584	991.690308	305.521088	-383.184845	-1068.778198	-161.796127	-161.628082	-161.517197	-161.464584	-161.463272	-161.497681	-161.583328	-161.589249	-161.550827	-161.469223	80.298958	80.740593	81.157852	81.791847	82.762924	84.069832	87.138046	88.420425	89.154839	88.707481	-182.431152	-183.951431	-185.105286	-183.767197	-178.701782	-169.570801	-141.814377	-126.068649	-111.508492	-98.458496	-5960.873047	-5859.783203	-5517.153809	-5198.575195	-4903.208984	-4630.208008	-4147.891113	-3936.872559	-3744.807861	-3533.664551	
1.200000	12252.883789	10995.214844	9736.365234	8487.752930	7264.434082	6082.083984	3890.438477	2894.367676	1964.151367	1088.190674	6805.314941	6000.823242	5193.374512	4385.942383	3582.281982	2786.299805	1230.129517	473.557495	-268.557404	-998.690796	-336.958191	-336.777161	-336.659912	-336.609253	-336.619568	-336.674133	-336.808868	-336.830231	-336.793060	-336.700775	103.400505	104.053139	104.603134	104.808327	104.519012	103.679031	100.554375	98.544991	96.489777	94.255486	-161.721771	-162.917175	-163.924255	-163.649597	-161.417236	-156.970627	-142.313614	-133.274506	-124.139961	-114.002281	-5961.066895	-5859.977539	-5517.349609	-5198.770020	-4903.403809	-4630.398438	-4148.069336	-3937.041260	-3744.968018	-3533.816406	
1.250000	11448.180664	10448.687500	9444.280273	8437.657227	7432.875488	6435.189453	4486.898438	3550.867188	2650.546387	1788.718994	7820.429688	6897.448242	5972.027344	5049.085449	4134.841309	3235.550781	1500.188232	667.503967	-144.175415	-940.595337	-544.194763	-544.010864	-543.896729	-543.856689	-543.884583	-543.961182	-544.129822	-544.150635	-544.096924	-543.980591	118.652451	119.417274	120.048660	120.108566	119.338120	117.659409	112.093895	108.787773	105.639893	102.723488	-128.438370	-129.317169	-130.166931	-130.763077	-130.907181	-130.424927	-127.002754	-123.840126	-119.614334	-112.548294	-5957.208496	-5856.123535	-5513.500000	-5194.922852	-4899.558105	-4626.552734	-4144.214844	-3933.180420	-3741.098633	-3529.939209	
1.300000	10582.122070	9792.312500	8997.065430	8196.669922	7392.122559	6585.695312	4985.031250	4204.652344	3449.901611	2726.994385	8422.176758	7485.808105	6545.193359	5602.252441	4659.383789	3719.191650	1856.516968	937.830200	29.151926	-869.992432	-744.276184	-744.065308	-743.939453	-743.903931	-743.950745	-744.055298	-744.268311	-744.285095	-744.204834	-744.052185	120.335327	121.060585	121.698608	122.115227	122.221298	121.972557	120.440926	119.257378	117.898132	116.104752	-101.449707	-102.179649	-102.941666	-103.734802	-104.487877	-105.055313	-104.720772	-103.257576	-100.549850	-94.693596	-5950.033691	-5848.953125	-5506.333496	-5187.761230	-4892.398438	-4619.395020	-4137.056152	-3926.019287	-3733.934570	-3522.771973	
1.350000	9697.154297	9085.972656	8469.928711	7849.031250	7223.906250	6596.308594	5348.679688	4740.723633	4154.334961	3595.283203	8886.756836	7962.780762	7032.140137	6092.622559	5141.390625	4176.094727	2201.734863	1197.593750	189.595398	-815.242065	-880.400452	-880.135620	-879.978027	-879.935425	-879.999207	-880.137939	-880.422180	-880.446411	-880.345154	-880.154724	118.686600	119.346123	119.979660	120.875481	122.177376	123.882668	127.827606	129.481125	130.453522	129.960083	-78.476730	-79.115715	-79.811279	-80.567535	-81.323875	-81.949684	-81.970306	-80.839478	-78.583336	-73.476784	-5941.916504	-5840.838867	-5498.223145	-5179.653320	-4884.294922	-4611.292480	-4128.956543	-3917.919678	-3725.835205	-3514.672363	
1.400000	8724.690430	8305.183594	7880.202637	7447.208984	7003.537109	6547.602539	5604.011719	5126.508301	4657.292969	4205.279297	9575.710938	8584.583984	7586.141602	6577.946777	5556.906250	4520.569824	2401.572021	1325.400146	247.282257	-824.579956	-918.626709	-918.313599	-918.126892	-918.076477	-918.153015	-918.320068	-918.667480	-918.703796	-918.593384	-918.380066	127.307205	128.025131	128.716080	129.701584	131.136826	133.008591	137.245285	138.919525	139.751923	138.734421	-53.803001	-54.294239	-54.894661	-55.848213	-57.237228	-58.975746	-62.390606	-63.232494	-62.864506	-59.601555	-5935.839844	-5834.763184	-5492.148438	-5173.581055	-4878.223633	-4605.225098	-4122.892090	-3911.855713	-3719.771729	-3508.607910	
1.450000	7815.862305	7567.971191	7312.971191	7044.132812	6753.375000	6433.739746	5698.172852	5290.633789	4871.795410	4456.460449	10527.793945	9379.958984	8226.250977	7068.294922	5908.253906	4748.890625	2445.964111	1310.396484	191.220459	-909.428955	-862.917419	-862.600525	-862.414551	-862.369690	-862.454773	-862.631165	-862.986389	-863.017578	-862.898071	-862.675842	147.493744	148.395065	149.202225	149.835312	150.215698	150.266022	149.081604	147.718002	145.779007	142.435852	-31.687485	-32.010033	-32.508442	-33.842255	-36.335075	-39.966125	-48.994919	-52.987885	-55.518425	-54.816521	-5934.062012	-5832.983398	-5490.366699	-5171.797852	-4876.440430	-4603.441895	-4121.111328	-3910.075684	-3717.991943	-3506.827393	
1.500000	7264.145508	7086.405273	6900.513184	6697.440430	6466.073730	6196.379883	5523.374023	5126.854492	4706.683105	4280.658691	11432.625000	10131.195312	8825.393555	7520.787109	6224.611816	4944.613281	2460.085938	1264.530273	102.191750	-1030.902588	-735.621704	-735.357788	-735.209656	-735.185669	-735.274109	-735.437927	-735.738831	-735.743652	-735.607727	-735.379700	167.286133	168.352371	169.261414	169.541275	168.887543	167.164948	160.754623	156.502441	151.974182	146.575577	-22.634670	-22.882790	-23.330410	-24.872486	-27.973206	-32.657059	-44.876472	-50.719395	-55.022270	-56.074184	-5937.474609	-5836.392578	-5493.771973	-5175.200195	-4879.841309	-4606.840820	-4124.509277	-3913.474121	-3721.390625	-3510.226074	
1.550000	7244.675781	6985.534668	6719.023438	6438.193848	6134.469238	5800.099609	5025.082031	4589.770996	4135.347168	3675.730713	11991.135742	10626.507812	9257.148438	7888.382812	6527.150391	5180.925781	2559.929688	1294.328003	61.207417	-1142.879761	-564.600647	-564.420959	-564.328491	-564.329163	-564.413147	-564.549194	-564.769897	-564.746826	-564.601440	-564.377686	175.414017	176.506699	177.444016	177.779999	177.224106	175.642624	169.593704	165.515121	161.117310	155.758942	-33.115856	-33.453312	-33.934521	-35.255886	-37.779366	-41.525322	-51.214447	-55.843548	-59.270241	-60.170334	-5945.850098	-5844.764648	-5502.140625	-5183.565430	-4888.201660	-4615.198730	-4132.862793	-3921.828125	-3729.745361	-3518.582520	
