HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.AeroL @CopyRight 赵子祯
Time	RtArea    	RtAeroCp  	RtAeroCq  	RtAeroCt  	
3.600000	12468.981589	0.066500	0.011671	0.159888	
3.650000	12468.981589	0.067007	0.011770	0.160619	
3.700000	12468.981589	0.067432	0.011841	0.161068	
3.750000	12468.981589	0.067878	0.011909	0.161389	
3.800000	12468.981589	0.068434	0.011999	0.161777	
3.850000	12468.981589	0.069151	0.012127	0.162406	
3.900000	12468.981589	0.070039	0.012300	0.163398	
3.950000	12468.981589	0.071072	0.012515	0.164775	
4.000000	12468.981589	0.072196	0.012760	0.166458	
4.050000	12468.981589	0.073340	0.013016	0.168272	
4.100000	12468.981589	0.074449	0.013264	0.170008	
4.150000	12468.981589	0.075513	0.013492	0.171512	
4.200000	12468.981589	0.076549	0.013699	0.172714	
4.250000	12468.981589	0.077601	0.013892	0.173665	
4.300000	12468.981589	0.078687	0.014079	0.174500	
4.350000	12468.981589	0.079857	0.014278	0.175398	
4.400000	12468.981589	0.081118	0.014497	0.176513	
4.450000	12468.981589	0.082432	0.014738	0.177923	
4.500000	12468.981589	0.083738	0.014995	0.179609	
4.550000	12468.981589	0.084970	0.015255	0.181464	
4.600000	12468.981589	0.086103	0.015510	0.183332	
4.650000	12468.981589	0.087126	0.015749	0.185052	
4.700000	12468.981589	0.088070	0.015969	0.186518	
4.750000	12468.981589	0.088994	0.016172	0.187705	
4.800000	12468.981589	0.089957	0.016367	0.188670	
4.850000	12468.981589	0.091001	0.016562	0.189520	
4.900000	12468.981589	0.092154	0.016770	0.190393	
4.950000	12468.981589	0.093386	0.016991	0.191399	
5.000000	12468.981589	0.094680	0.017231	0.192613	
5.050000	12468.981589	0.095982	0.017487	0.194049	
5.100000	12468.981589	0.097275	0.017758	0.195648	
5.150000	12468.981589	0.098498	0.018030	0.197312	
5.200000	12468.981589	0.099620	0.018291	0.198924	
5.250000	12468.981589	0.100597	0.018525	0.200351	
5.300000	12468.981589	0.101421	0.018720	0.201508	
5.350000	12468.981589	0.102093	0.018873	0.202350	
5.400000	12468.981589	0.102595	0.018979	0.202904	
5.450000	12468.981589	0.103021	0.019059	0.203272	
5.500000	12468.981589	0.103428	0.019130	0.203583	
5.550000	12468.981589	0.103887	0.019214	0.203972	
5.600000	12468.981589	0.104426	0.019324	0.204549	
5.650000	12468.981589	0.105087	0.019470	0.205358	
5.700000	12468.981589	0.105854	0.019650	0.206379	
5.750000	12468.981589	0.106686	0.019852	0.207531	
5.800000	12468.981589	0.107518	0.020057	0.208694	
5.850000	12468.981589	0.108336	0.020254	0.209757	
5.900000	12468.981589	0.109129	0.020434	0.210652	
5.950000	12468.981589	0.109875	0.020591	0.211365	
6.000000	12468.981589	0.110629	0.020735	0.211945	
6.050000	12468.981589	0.111391	0.020872	0.212485	
6.100000	12468.981589	0.112182	0.021012	0.213085	
6.150000	12468.981589	0.112995	0.021162	0.213819	
6.200000	12468.981589	0.113793	0.021320	0.214709	
6.250000	12468.981589	0.114508	0.021477	0.215717	
6.300000	12468.981589	0.115123	0.021626	0.216761	
6.350000	12468.981589	0.115639	0.021763	0.217755	
6.400000	12468.981589	0.116078	0.021885	0.218624	
6.450000	12468.981589	0.116486	0.021992	0.219325	
6.500000	12468.981589	0.116909	0.022090	0.219873	
6.550000	12468.981589	0.117416	0.022189	0.220331	
6.600000	12468.981589	0.118028	0.022297	0.220782	
6.650000	12468.981589	0.118751	0.022420	0.221306	
6.700000	12468.981589	0.119593	0.022566	0.221982	
6.750000	12468.981589	0.120515	0.022736	0.222840	
6.800000	12468.981589	0.121473	0.022925	0.223878	
6.850000	12468.981589	0.122414	0.023123	0.225047	
6.900000	12468.981589	0.123330	0.023328	0.226300	
6.950000	12468.981589	0.124196	0.023527	0.227563	
7.000000	12468.981589	0.124999	0.023713	0.228762	
7.050000	12468.981589	0.125740	0.023879	0.229837	
7.100000	12468.981589	0.126426	0.024024	0.230762	
7.150000	12468.981589	0.127063	0.024149	0.231554	
7.200000	12468.981589	0.127675	0.024260	0.232253	
7.250000	12468.981589	0.128284	0.024368	0.232924	
7.300000	12468.981589	0.128899	0.024481	0.233634	
7.350000	12468.981589	0.129539	0.024607	0.234433	
7.400000	12468.981589	0.130212	0.024750	0.235329	
7.450000	12468.981589	0.130916	0.024908	0.236313	
7.500000	12468.981589	0.131645	0.025078	0.237345	
7.550000	12468.981589	0.132367	0.025248	0.238362	
7.600000	12468.981589	0.133062	0.025409	0.239308	
7.650000	12468.981589	0.133728	0.025556	0.240150	
7.700000	12468.981589	0.134372	0.025690	0.240902	
7.750000	12468.981589	0.135007	0.025814	0.241588	
7.800000	12468.981589	0.135657	0.025936	0.242275	
7.850000	12468.981589	0.136328	0.026063	0.243019	
7.900000	12468.981589	0.137019	0.026200	0.243867	
7.950000	12468.981589	0.137696	0.026343	0.244818	
8.000000	12468.981589	0.138329	0.026487	0.245833	
8.050000	12468.981589	0.138896	0.026626	0.246851	
8.100000	12468.981589	0.139371	0.026750	0.247804	
8.150000	12468.981589	0.139715	0.026847	0.248627	
8.200000	12468.981589	0.140035	0.026932	0.249307	
8.250000	12468.981589	0.140373	0.027010	0.249857	
8.300000	12468.981589	0.140746	0.027085	0.250305	
8.350000	12468.981589	0.141166	0.027162	0.250706	
8.400000	12468.981589	0.141652	0.027248	0.251138	
8.450000	12468.981589	0.142164	0.027340	0.251633	
8.500000	12468.981589	0.142686	0.027440	0.252225	
8.550000	12468.981589	0.143211	0.027548	0.252922	
8.600000	12468.981589	0.143735	0.027663	0.253701	
8.650000	12468.981589	0.144258	0.027783	0.254541	
8.700000	12468.981589	0.144789	0.027906	0.255409	
8.750000	12468.981589	0.145321	0.028025	0.256270	
8.800000	12468.981589	0.145852	0.028136	0.257091	
8.850000	12468.981589	0.146376	0.028238	0.257853	
8.900000	12468.981589	0.146900	0.028331	0.258561	
8.950000	12468.981589	0.147424	0.028418	0.259231	
9.000000	12468.981589	0.147930	0.028501	0.259895	
9.050000	12468.981589	0.148456	0.028590	0.260579	
9.100000	12468.981589	0.149008	0.028690	0.261312	
9.150000	12468.981589	0.149586	0.028802	0.262103	
9.200000	12468.981589	0.150186	0.028924	0.262947	
9.250000	12468.981589	0.150806	0.029054	0.263823	
9.300000	12468.981589	0.151439	0.029185	0.264695	
9.350000	12468.981589	0.152084	0.029315	0.265534	
9.400000	12468.981589	0.152749	0.029442	0.266335	
9.450000	12468.981589	0.153435	0.029565	0.267115	
9.500000	12468.981589	0.154162	0.029691	0.267904	
9.550000	12468.981589	0.154944	0.029824	0.268743	
9.600000	12468.981589	0.155740	0.029961	0.269630	
9.650000	12468.981589	0.156561	0.030106	0.270614	
9.700000	12468.981589	0.157388	0.030259	0.271689	
9.750000	12468.981589	0.158197	0.030414	0.272827	
9.800000	12468.981589	0.158941	0.030562	0.273977	
9.850000	12468.981589	0.159622	0.030701	0.275097	
9.900000	12468.981589	0.160253	0.030829	0.276149	
9.950000	12468.981589	0.160892	0.030956	0.277134	
10.000000	12468.981589	0.161535	0.031078	0.278059	
10.050000	12468.981589	0.162234	0.031207	0.278952	
10.100000	12468.981589	0.163009	0.031348	0.279852	
10.150000	12468.981589	0.163851	0.031500	0.280789	
10.200000	12468.981589	0.164738	0.031664	0.281788	
10.250000	12468.981589	0.165640	0.031835	0.282861	
10.300000	12468.981589	0.166554	0.032014	0.284004	
10.350000	12468.981589	0.167453	0.032194	0.285197	
10.400000	12468.981589	0.168334	0.032373	0.286424	
10.450000	12468.981589	0.169170	0.032543	0.287636	
10.500000	12468.981589	0.169999	0.032708	0.288832	
10.550000	12468.981589	0.170789	0.032861	0.289980	
10.600000	12468.981589	0.171556	0.033003	0.291080	
10.650000	12468.981589	0.172263	0.033130	0.292136	
10.700000	12468.981589	0.172902	0.033240	0.293131	
10.750000	12468.981589	0.173510	0.033346	0.294090	
10.800000	12468.981589	0.174146	0.033459	0.295071	
10.850000	12468.981589	0.174824	0.033585	0.296094	
10.900000	12468.981589	0.175555	0.033726	0.297165	
10.950000	12468.981589	0.176337	0.033880	0.298273	
11.000000	12468.981589	0.177160	0.034043	0.299406	
11.050000	12468.981589	0.178021	0.034211	0.300546	
11.100000	12468.981589	0.178920	0.034382	0.301673	
11.150000	12468.981589	0.179854	0.034554	0.302781	
11.200000	12468.981589	0.180814	0.034724	0.303876	
11.250000	12468.981589	0.181784	0.034891	0.304966	
11.300000	12468.981589	0.182756	0.035055	0.306073	
11.350000	12468.981589	0.183710	0.035215	0.307212	
11.400000	12468.981589	0.184606	0.035365	0.308368	
11.450000	12468.981589	0.185457	0.035509	0.309554	
11.500000	12468.981589	0.186255	0.035646	0.310754	
11.550000	12468.981589	0.187010	0.035776	0.311948	
11.600000	12468.981589	0.187734	0.035900	0.313109	
11.650000	12468.981589	0.188467	0.036024	0.314237	
11.700000	12468.981589	0.189228	0.036149	0.315323	
11.750000	12468.981589	0.190051	0.036282	0.316393	
11.800000	12468.981589	0.190959	0.036427	0.317474	
11.850000	12468.981589	0.191972	0.036589	0.318597	
11.900000	12468.981589	0.193078	0.036768	0.319781	
11.950000	12468.981589	0.194256	0.036961	0.321045	
12.000000	12468.981589	0.195479	0.037165	0.322382	
12.050000	12468.981589	0.196709	0.037373	0.323781	
12.100000	12468.981589	0.197924	0.037581	0.325225	
12.150000	12468.981589	0.199124	0.037787	0.326697	
12.200000	12468.981589	0.200296	0.037987	0.328172	
12.250000	12468.981589	0.201432	0.038179	0.329634	
12.300000	12468.981589	0.202528	0.038360	0.331074	
12.350000	12468.981589	0.203593	0.038531	0.332488	
12.400000	12468.981589	0.204634	0.038696	0.333882	
12.450000	12468.981589	0.205663	0.038858	0.335267	
12.500000	12468.981589	0.206691	0.039020	0.336654	
12.550000	12468.981589	0.207723	0.039186	0.338051	
12.600000	12468.981589	0.208797	0.039362	0.339497	
12.650000	12468.981589	0.209902	0.039548	0.340978	
12.700000	12468.981589	0.211053	0.039744	0.342490	
12.750000	12468.981589	0.212251	0.039950	0.344030	
12.800000	12468.981589	0.213483	0.040161	0.345578	
12.850000	12468.981589	0.214729	0.040373	0.347123	
12.900000	12468.981589	0.216003	0.040587	0.348670	
12.950000	12468.981589	0.217283	0.040800	0.350209	
13.000000	12468.981589	0.218540	0.041007	0.351731	
13.050000	12468.981589	0.219794	0.041214	0.353277	
13.100000	12468.981589	0.221023	0.041416	0.354851	
13.150000	12468.981589	0.222212	0.041614	0.356451	
13.200000	12468.981589	0.223353	0.041805	0.358072	
13.250000	12468.981589	0.224440	0.041988	0.359696	
13.300000	12468.981589	0.225475	0.042162	0.361302	
13.350000	12468.981589	0.226459	0.042325	0.362861	
13.400000	12468.981589	0.227428	0.042483	0.364378	
13.450000	12468.981589	0.228405	0.042639	0.365854	
13.500000	12468.981589	0.229411	0.042796	0.367300	
13.550000	12468.981589	0.230461	0.042957	0.368733	
13.600000	12468.981589	0.231568	0.043126	0.370177	
13.650000	12468.981589	0.232719	0.043301	0.371638	
13.700000	12468.981589	0.233917	0.043486	0.373140	
13.750000	12468.981589	0.235147	0.043676	0.374685	
13.800000	12468.981589	0.236361	0.043865	0.376247	
13.850000	12468.981589	0.237576	0.044054	0.377841	
13.900000	12468.981589	0.238785	0.044242	0.379458	
13.950000	12468.981589	0.239989	0.044427	0.381093	
14.000000	12468.981589	0.241179	0.044607	0.382735	
14.050000	12468.981589	0.242360	0.044781	0.384382	
14.100000	12468.981589	0.243531	0.044950	0.386029	
14.150000	12468.981589	0.244686	0.045113	0.387665	
14.200000	12468.981589	0.245841	0.045273	0.389301	
14.250000	12468.981589	0.247002	0.045433	0.390939	
14.300000	12468.981589	0.248168	0.045594	0.392574	
14.350000	12468.981589	0.249329	0.045753	0.394196	
14.400000	12468.981589	0.250515	0.045918	0.395827	
14.450000	12468.981589	0.251729	0.046087	0.397463	
14.500000	12468.981589	0.252974	0.046260	0.399103	
14.550000	12468.981589	0.254248	0.046438	0.400743	
14.600000	12468.981589	0.255555	0.046618	0.402388	
14.650000	12468.981589	0.256882	0.046801	0.404035	
14.700000	12468.981589	0.258234	0.046985	0.405699	
14.750000	12468.981589	0.259617	0.047174	0.407401	
14.800000	12468.981589	0.261026	0.047368	0.409154	
14.850000	12468.981589	0.262443	0.047564	0.410961	
14.900000	12468.981589	0.263859	0.047761	0.412818	
14.950000	12468.981589	0.265265	0.047958	0.414717	
15.000000	12468.981589	0.266655	0.048153	0.416641	
15.050000	12468.981589	0.268029	0.048346	0.418576	
15.100000	12468.981589	0.269384	0.048536	0.420498	
15.150000	12468.981589	0.270727	0.048722	0.422399	
15.200000	12468.981589	0.272068	0.048907	0.424273	
15.250000	12468.981589	0.273409	0.049090	0.426119	
15.300000	12468.981589	0.274766	0.049275	0.427955	
15.350000	12468.981589	0.276138	0.049463	0.429785	
15.400000	12468.981589	0.277523	0.049653	0.431623	
15.450000	12468.981589	0.278915	0.049847	0.433473	
15.500000	12468.981589	0.280310	0.050042	0.435343	
15.550000	12468.981589	0.281697	0.050237	0.437231	
15.600000	12468.981589	0.283077	0.050432	0.439137	
15.650000	12468.981589	0.284446	0.050625	0.441057	
15.700000	12468.981589	0.285802	0.050815	0.442986	
15.750000	12468.981589	0.287137	0.051000	0.444913	
15.800000	12468.981589	0.288458	0.051180	0.446839	
15.850000	12468.981589	0.289750	0.051354	0.448748	
15.900000	12468.981589	0.291029	0.051523	0.450653	
15.950000	12468.981589	0.292293	0.051690	0.452551	
16.000000	12468.981589	0.293555	0.051855	0.454451	
16.050000	12468.981589	0.294816	0.052022	0.456353	
16.100000	12468.981589	0.296077	0.052188	0.458254	
16.150000	12468.981589	0.297329	0.052353	0.460148	
16.200000	12468.981589	0.298569	0.052515	0.462026	
16.250000	12468.981589	0.299801	0.052675	0.463887	
16.300000	12468.981589	0.301033	0.052833	0.465733	
16.350000	12468.981589	0.302275	0.052990	0.467569	
16.400000	12468.981589	0.303527	0.053145	0.469398	
16.450000	12468.981589	0.304793	0.053300	0.471222	
16.500000	12468.981589	0.306067	0.053454	0.473045	
16.550000	12468.981589	0.307353	0.053608	0.474877	
16.600000	12468.981589	0.308645	0.053761	0.476718	
16.650000	12468.981589	0.309933	0.053913	0.478568	
16.700000	12468.981589	0.311224	0.054063	0.480430	
16.750000	12468.981589	0.312515	0.054213	0.482297	
16.800000	12468.981589	0.313815	0.054363	0.484169	
16.850000	12468.981589	0.315126	0.054514	0.486039	
16.900000	12468.981589	0.316451	0.054664	0.487901	
16.950000	12468.981589	0.317794	0.054816	0.489757	
17.000000	12468.981589	0.319154	0.054969	0.491608	
17.050000	12468.981589	0.320531	0.055123	0.493458	
17.100000	12468.981589	0.321927	0.055279	0.495315	
17.150000	12468.981589	0.323345	0.055439	0.497189	
17.200000	12468.981589	0.324783	0.055601	0.499081	
17.250000	12468.981589	0.326232	0.055766	0.500990	
17.300000	12468.981589	0.327689	0.055931	0.502911	
17.350000	12468.981589	0.329150	0.056097	0.504841	
17.400000	12468.981589	0.330610	0.056262	0.506774	
17.450000	12468.981589	0.332075	0.056427	0.508709	
17.500000	12468.981589	0.333541	0.056591	0.510644	
17.550000	12468.981589	0.334998	0.056753	0.512570	
17.600000	12468.981589	0.336444	0.056912	0.514486	
17.650000	12468.981589	0.337885	0.057070	0.516397	
17.700000	12468.981589	0.339320	0.057228	0.518309	
17.750000	12468.981589	0.340749	0.057385	0.520222	
17.800000	12468.981589	0.342173	0.057544	0.522142	
17.850000	12468.981589	0.343586	0.057701	0.524064	
17.900000	12468.981589	0.344986	0.057858	0.525986	
17.950000	12468.981589	0.346373	0.058014	0.527906	
18.000000	12468.981589	0.347746	0.058168	0.529819	
18.050000	12468.981589	0.349103	0.058320	0.531721	
18.100000	12468.981589	0.350448	0.058470	0.533614	
18.150000	12468.981589	0.351780	0.058617	0.535493	
18.200000	12468.981589	0.353094	0.058761	0.537357	
18.250000	12468.981589	0.354387	0.058902	0.539209	
18.300000	12468.981589	0.355658	0.059039	0.541052	
18.350000	12468.981589	0.356902	0.059173	0.542883	
18.400000	12468.981589	0.358124	0.059304	0.544706	
18.450000	12468.981589	0.359320	0.059432	0.546518	
18.500000	12468.981589	0.360490	0.059555	0.548317	
18.550000	12468.981589	0.361632	0.059674	0.550096	
18.600000	12468.981589	0.362750	0.059789	0.551854	
18.650000	12468.981589	0.363845	0.059899	0.553579	
18.700000	12468.981589	0.364922	0.060004	0.555277	
18.750000	12468.981589	0.365991	0.060107	0.556956	
18.800000	12468.981589	0.367065	0.060210	0.558626	
18.850000	12468.981589	0.368140	0.060312	0.560288	
18.900000	12468.981589	0.369217	0.060413	0.561945	
18.950000	12468.981589	0.370290	0.060513	0.563597	
19.000000	12468.981589	0.371358	0.060612	0.565245	
19.050000	12468.981589	0.372420	0.060709	0.566886	
19.100000	12468.981589	0.373478	0.060804	0.568521	
19.150000	12468.981589	0.374519	0.060895	0.570141	
19.200000	12468.981589	0.375557	0.060984	0.571752	
19.250000	12468.981589	0.376592	0.061071	0.573356	
19.300000	12468.981589	0.377627	0.061157	0.574954	
19.350000	12468.981589	0.378664	0.061241	0.576546	
19.400000	12468.981589	0.379704	0.061324	0.578134	
19.450000	12468.981589	0.380755	0.061408	0.579725	
19.500000	12468.981589	0.381813	0.061491	0.581317	
19.550000	12468.981589	0.382884	0.061576	0.582913	
19.600000	12468.981589	0.383972	0.061663	0.584515	
19.650000	12468.981589	0.385076	0.061751	0.586120	
19.700000	12468.981589	0.386194	0.061841	0.587726	
19.750000	12468.981589	0.387314	0.061930	0.589325	
19.800000	12468.981589	0.388447	0.062020	0.590925	
19.850000	12468.981589	0.389592	0.062111	0.592530	
19.900000	12468.981589	0.390753	0.062205	0.594143	
19.950000	12468.981589	0.391925	0.062300	0.595767	
20.000000	12468.981589	0.393103	0.062396	0.597398	
20.050000	12468.981589	0.394285	0.062493	0.599040	
20.100000	12468.981589	0.395469	0.062591	0.600699	
20.150000	12468.981589	0.396654	0.062690	0.602373	
20.200000	12468.981589	0.397833	0.062790	0.604058	
20.250000	12468.981589	0.399005	0.062888	0.605745	
20.300000	12468.981589	0.400168	0.062986	0.607435	
20.350000	12468.981589	0.401323	0.063084	0.609119	
20.400000	12468.981589	0.402474	0.063181	0.610800	
20.450000	12468.981589	0.403622	0.063278	0.612475	
20.500000	12468.981589	0.404766	0.063376	0.614143	
20.550000	12468.981589	0.405911	0.063474	0.615811	
20.600000	12468.981589	0.407051	0.063572	0.617476	
20.650000	12468.981589	0.408186	0.063671	0.619141	
20.700000	12468.981589	0.409314	0.063771	0.620812	
20.750000	12468.981589	0.410435	0.063870	0.622489	
20.800000	12468.981589	0.411542	0.063968	0.624168	
20.850000	12468.981589	0.412632	0.064065	0.625843	
20.900000	12468.981589	0.413702	0.064159	0.627514	
20.950000	12468.981589	0.414759	0.064253	0.629184	
21.000000	12468.981589	0.415801	0.064344	0.630851	
21.050000	12468.981589	0.416828	0.064433	0.632513	
21.100000	12468.981589	0.417841	0.064520	0.634168	
21.150000	12468.981589	0.418842	0.064605	0.635818	
21.200000	12468.981589	0.419837	0.064689	0.637465	
21.250000	12468.981589	0.420831	0.064774	0.639109	
21.300000	12468.981589	0.421819	0.064858	0.640747	
21.350000	12468.981589	0.422801	0.064940	0.642376	
21.400000	12468.981589	0.423775	0.065022	0.643992	
21.450000	12468.981589	0.424748	0.065102	0.645600	
21.500000	12468.981589	0.425723	0.065182	0.647201	
21.550000	12468.981589	0.426705	0.065263	0.648797	
21.600000	12468.981589	0.427693	0.065343	0.650387	
21.650000	12468.981589	0.428688	0.065422	0.651973	
21.700000	12468.981589	0.429694	0.065503	0.653560	
21.750000	12468.981589	0.430710	0.065583	0.655149	
21.800000	12468.981589	0.431739	0.065664	0.656740	
21.850000	12468.981589	0.432786	0.065747	0.658340	
21.900000	12468.981589	0.433842	0.065830	0.659934	
21.950000	12468.981589	0.434913	0.065914	0.661528	
22.000000	12468.981589	0.435998	0.065999	0.663117	
22.050000	12468.981589	0.437098	0.066084	0.664700	
22.100000	12468.981589	0.438218	0.066172	0.666283	
22.150000	12468.981589	0.439355	0.066261	0.667860	
22.200000	12468.981589	0.440507	0.066351	0.669433	
22.250000	12468.981589	0.441675	0.066442	0.671006	
22.300000	12468.981589	0.442851	0.066534	0.672575	
22.350000	12468.981589	0.444039	0.066627	0.674146	
22.400000	12468.981589	0.445236	0.066721	0.675719	
22.450000	12468.981589	0.446440	0.066815	0.677295	
22.500000	12468.981589	0.447644	0.066909	0.678867	
22.550000	12468.981589	0.448852	0.067004	0.680437	
22.600000	12468.981589	0.450061	0.067098	0.682005	
22.650000	12468.981589	0.451271	0.067192	0.683569	
22.700000	12468.981589	0.452482	0.067287	0.685128	
22.750000	12468.981589	0.453692	0.067381	0.686681	
22.800000	12468.981589	0.454902	0.067476	0.688228	
22.850000	12468.981589	0.456109	0.067570	0.689771	
22.900000	12468.981589	0.457312	0.067665	0.691310	
22.950000	12468.981589	0.458502	0.067759	0.692839	
23.000000	12468.981589	0.459676	0.067851	0.694358	
23.050000	12468.981589	0.460836	0.067943	0.695870	
23.100000	12468.981589	0.461973	0.068032	0.697368	
23.150000	12468.981589	0.463091	0.068120	0.698856	
23.200000	12468.981589	0.464189	0.068206	0.700333	
23.250000	12468.981589	0.465264	0.068290	0.701793	
23.300000	12468.981589	0.466316	0.068372	0.703236	
23.350000	12468.981589	0.467343	0.068451	0.704662	
23.400000	12468.981589	0.468344	0.068527	0.706068	
23.450000	12468.981589	0.469319	0.068601	0.707457	
23.500000	12468.981589	0.470263	0.068671	0.708821	
23.550000	12468.981589	0.471182	0.068739	0.710168	
23.600000	12468.981589	0.472071	0.068803	0.711491	
23.650000	12468.981589	0.472930	0.068864	0.712790	
23.700000	12468.981589	0.473757	0.068921	0.714066	
23.750000	12468.981589	0.474558	0.068975	0.715320	
23.800000	12468.981589	0.475323	0.069026	0.716555	
23.850000	12468.981589	0.476008	0.069073	0.717765	
23.900000	12468.981589	0.476605	0.069117	0.718938	
23.950000	12468.981589	0.477153	0.069157	0.720054	
24.000000	12468.981589	0.477700	0.069191	0.721091	
24.050000	12468.981589	0.478273	0.069224	0.722059	
24.100000	12468.981589	0.478867	0.069259	0.722971	
24.150000	12468.981589	0.479487	0.069298	0.723861	
24.200000	12468.981589	0.480142	0.069345	0.724757	
24.250000	12468.981589	0.480821	0.069398	0.725669	
24.300000	12468.981589	0.481494	0.069455	0.726598	
24.350000	12468.981589	0.482136	0.069514	0.727536	
24.400000	12468.981589	0.482739	0.069572	0.728464	
24.450000	12468.981589	0.483308	0.069627	0.729363	
24.500000	12468.981589	0.483852	0.069678	0.730217	
24.550000	12468.981589	0.484374	0.069725	0.731013	
24.600000	12468.981589	0.484892	0.069768	0.731750	
24.650000	12468.981589	0.485431	0.069811	0.732439	
24.700000	12468.981589	0.486006	0.069856	0.733104	
24.750000	12468.981589	0.486611	0.069905	0.733769	
24.800000	12468.981589	0.487227	0.069959	0.734447	
24.850000	12468.981589	0.487842	0.070017	0.735145	
24.900000	12468.981589	0.488448	0.070077	0.735857	
24.950000	12468.981589	0.489042	0.070138	0.736573	
25.000000	12468.981589	0.489611	0.070197	0.737277	
25.050000	12468.981589	0.490157	0.070254	0.737955	
25.100000	12468.981589	0.490687	0.070309	0.738591	
25.150000	12468.981589	0.491223	0.070362	0.739185	
25.200000	12468.981589	0.491784	0.070414	0.739746	
25.250000	12468.981589	0.492400	0.070469	0.740290	
25.300000	12468.981589	0.493077	0.070529	0.740847	
