HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	TwHtALxt  N_0	TwHtALxt  N_1	TwHtALxt  N_2	TwHtALxt  N_3	TwHtALxt  N_4	TwHtALxt  N_5	TwHtALxt  N_7	TwHtALxt  N_8	TwHtALxt  N_9	TwHtALxt  N_10	TwHtALyt  N_0	TwHtALyt  N_1	TwHtALyt  N_2	TwHtALyt  N_3	TwHtALyt  N_4	TwHtALyt  N_5	TwHtALyt  N_7	TwHtALyt  N_8	TwHtALyt  N_9	TwHtALyt  N_10	TwHtALzt  N_0	TwHtALzt  N_1	TwHtALzt  N_2	TwHtALzt  N_3	TwHtALzt  N_4	TwHtALzt  N_5	TwHtALzt  N_7	TwHtALzt  N_8	TwHtALzt  N_9	TwHtALzt  N_10	TwHtTDxt  N_0	TwHtTDxt  N_1	TwHtTDxt  N_2	TwHtTDxt  N_3	TwHtTDxt  N_4	TwHtTDxt  N_5	TwHtTDxt  N_7	TwHtTDxt  N_8	TwHtTDxt  N_9	TwHtTDxt  N_10	TwHtTDyt  N_0	TwHtTDyt  N_1	TwHtTDyt  N_2	TwHtTDyt  N_3	TwHtTDyt  N_4	TwHtTDyt  N_5	TwHtTDyt  N_7	TwHtTDyt  N_8	TwHtTDyt  N_9	TwHtTDyt  N_10	TwHtTDzt  N_0	TwHtTDzt  N_1	TwHtTDzt  N_2	TwHtTDzt  N_3	TwHtTDzt  N_4	TwHtTDzt  N_5	TwHtTDzt  N_7	TwHtTDzt  N_8	TwHtTDzt  N_9	TwHtTDzt  N_10	
0.450000	-0.000000	-0.005750	-0.020254	-0.038213	-0.052696	-0.055383	0.010733	0.095614	0.221304	0.386132	-0.000000	-0.038686	-0.144042	-0.294747	-0.462375	-0.612633	-0.713297	-0.599566	-0.353971	0.011986	-0.000000	-0.000002	-0.000012	-0.000027	-0.000036	-0.000024	0.000104	0.000190	0.000243	0.000231	-0.000000	-0.000093	-0.000413	-0.001034	-0.002048	-0.003553	-0.008439	-0.011970	-0.016246	-0.021180	0.000000	0.000041	0.000094	0.000025	-0.000337	-0.001190	-0.005190	-0.008675	-0.013241	-0.018781	0.000000	0.000000	0.000000	0.000000	-0.000002	0.000000	0.000000	-0.000004	0.000000	-0.000008	
0.500000	0.000000	0.004349	0.017268	0.038349	0.066875	0.101841	0.185882	0.231991	0.278829	0.325097	-0.000000	-0.019306	-0.071466	-0.145065	-0.224943	-0.292862	-0.314445	-0.234230	-0.081646	0.136895	-0.000000	-0.000004	-0.000020	-0.000051	-0.000091	-0.000127	-0.000148	-0.000147	-0.000171	-0.000239	-0.000000	-0.000104	-0.000454	-0.001113	-0.002157	-0.003673	-0.008445	-0.011821	-0.015865	-0.020493	-0.000000	-0.000148	-0.000623	-0.001478	-0.002774	-0.004575	-0.009935	-0.013574	-0.017850	-0.022689	0.000000	0.000000	-0.000001	0.000000	-0.000002	0.000000	-0.000004	-0.000008	0.000000	-0.000008	
0.550000	0.000000	0.011560	0.044044	0.092926	0.151985	0.213503	0.308972	0.326263	0.315336	0.275187	0.000000	0.041396	0.154886	0.319049	0.505218	0.678729	0.838038	0.758576	0.549832	0.222898	0.000000	-0.000001	-0.000013	-0.000044	-0.000095	-0.000163	-0.000316	-0.000383	-0.000433	-0.000464	-0.000000	-0.000094	-0.000411	-0.001012	-0.001970	-0.003367	-0.007797	-0.010945	-0.014725	-0.019060	-0.000000	-0.000308	-0.001232	-0.002757	-0.004850	-0.007465	-0.014008	-0.017801	-0.021857	-0.026134	0.000000	-0.000000	-0.000001	0.000000	-0.000002	0.000000	-0.000004	-0.000008	0.000000	-0.000008	
0.600000	0.000000	0.007487	0.028782	0.061426	0.101987	0.146159	0.225613	0.251314	0.262892	0.259361	0.000000	0.069195	0.258463	0.531194	0.838457	1.121138	1.357631	1.200411	0.820264	0.236433	0.000000	-0.000001	-0.000016	-0.000054	-0.000120	-0.000208	-0.000427	-0.000549	-0.000680	-0.000820	-0.000000	-0.000058	-0.000269	-0.000702	-0.001441	-0.002580	-0.006443	-0.009317	-0.012848	-0.016967	-0.000000	-0.000317	-0.001274	-0.002867	-0.005080	-0.007882	-0.015074	-0.019353	-0.024010	-0.028989	0.000000	-0.000000	-0.000001	0.000000	-0.000002	0.000000	-0.000004	-0.000008	0.000000	-0.000008	
0.650000	-0.000000	-0.002546	-0.008614	-0.015200	-0.018410	-0.013596	0.040122	0.097823	0.179355	0.283512	0.000000	0.030085	0.112596	0.232023	0.367605	0.494232	0.612146	0.556142	0.406670	0.171741	-0.000000	-0.000002	-0.000015	-0.000044	-0.000090	-0.000148	-0.000310	-0.000439	-0.000629	-0.000887	-0.000000	-0.000016	-0.000103	-0.000338	-0.000812	-0.001633	-0.004766	-0.007262	-0.010427	-0.014203	-0.000000	-0.000192	-0.000817	-0.001953	-0.003692	-0.006134	-0.013503	-0.018559	-0.024533	-0.031320	0.000000	0.000000	-0.000001	0.000000	-0.000002	0.000000	-0.000004	-0.000008	-0.000008	-0.000008	
0.700000	-0.000000	-0.006300	-0.022469	-0.043216	-0.061593	-0.069240	-0.015943	0.061304	0.178751	0.334933	-0.000000	-0.026316	-0.097835	-0.199780	-0.312471	-0.412182	-0.470522	-0.384859	-0.207177	0.054464	-0.000000	-0.000001	-0.000001	0.000002	0.000020	0.000060	0.000194	0.000235	0.000201	0.000064	0.000000	0.000013	0.000015	-0.000064	-0.000310	-0.000827	-0.003104	-0.005047	-0.007583	-0.010669	-0.000000	-0.000069	-0.000363	-0.001042	-0.002304	-0.004373	-0.011859	-0.017638	-0.024856	-0.033361	0.000000	0.000000	0.000000	0.000000	-0.000002	0.000000	-0.000004	-0.000008	-0.000008	-0.000015	
0.750000	0.000000	0.000938	0.004728	0.013128	0.028308	0.052765	0.139736	0.206329	0.289302	0.387060	-0.000000	-0.037590	-0.140235	-0.287725	-0.453075	-0.603703	-0.720271	-0.625116	-0.406129	-0.074045	-0.000000	-0.000000	0.000002	0.000013	0.000044	0.000106	0.000317	0.000417	0.000456	0.000401	0.000000	0.000033	0.000105	0.000161	0.000132	-0.000065	-0.001314	-0.002520	-0.004167	-0.006229	-0.000000	-0.000036	-0.000248	-0.000825	-0.002003	-0.004057	-0.011908	-0.018152	-0.026049	-0.035429	0.000000	0.000000	0.000000	0.000000	-0.000002	0.000000	-0.000004	-0.000008	-0.000008	-0.000015	
0.800000	0.000000	0.010853	0.041824	0.089543	0.149271	0.215051	0.337342	0.380453	0.404772	0.408730	-0.000000	-0.007512	-0.028545	-0.060028	-0.097779	-0.136695	-0.195729	-0.205971	-0.199655	-0.178085	-0.000000	-0.000000	-0.000001	-0.000003	-0.000006	-0.000009	-0.000024	-0.000044	-0.000081	-0.000140	0.000000	0.000070	0.000258	0.000523	0.000809	0.001049	0.001094	0.000761	0.000134	-0.000785	-0.000000	-0.000061	-0.000350	-0.001055	-0.002413	-0.004694	-0.013136	-0.019735	-0.028022	-0.037820	0.000000	0.000000	0.000000	0.000000	-0.000002	0.000000	-0.000004	-0.000008	-0.000008	-0.000015	
0.850000	0.000000	0.011945	0.045811	0.097473	0.161199	0.229824	0.349056	0.383861	0.394358	0.379117	0.000000	0.010800	0.039460	0.078638	0.118651	0.147903	0.124540	0.050659	-0.071821	-0.238482	-0.000000	-0.000001	-0.000004	-0.000016	-0.000041	-0.000088	-0.000249	-0.000351	-0.000449	-0.000533	0.000000	0.000137	0.000529	0.001136	0.001903	0.002759	0.004409	0.005043	0.005465	0.005655	-0.000000	-0.000075	-0.000410	-0.001205	-0.002707	-0.005200	-0.014317	-0.021400	-0.030270	-0.040741	0.000000	0.000000	-0.000001	0.000000	-0.000002	0.000000	-0.000004	-0.000008	-0.000008	-0.000015	
0.900000	0.000000	0.002767	0.011283	0.025828	0.046633	0.073855	0.147567	0.193559	0.244783	0.300027	-0.000000	-0.008454	-0.032277	-0.068286	-0.112123	-0.158444	-0.235103	-0.254994	-0.258587	-0.247111	-0.000000	-0.000001	-0.000004	-0.000011	-0.000020	-0.000032	-0.000061	-0.000086	-0.000129	-0.000202	0.000000	0.000223	0.000875	0.001912	0.003270	0.004866	0.008368	0.010067	0.011612	0.012952	-0.000000	-0.000081	-0.000444	-0.001305	-0.002935	-0.005642	-0.015551	-0.023250	-0.032895	-0.044280	0.000000	0.000000	-0.000001	0.000000	-0.000002	0.000000	-0.000004	-0.000011	-0.000015	-0.000023	
0.950000	-0.000000	-0.006697	-0.024397	-0.048413	-0.072543	-0.089281	-0.067660	-0.014372	0.073395	0.194751	-0.000000	-0.034998	-0.130977	-0.269879	-0.427534	-0.574713	-0.711363	-0.645788	-0.471359	-0.197411	-0.000000	-0.000002	-0.000006	-0.000010	-0.000003	0.000030	0.000186	0.000271	0.000303	0.000242	0.000000	0.000304	0.001199	0.002649	0.004588	0.006931	0.012401	0.015294	0.018144	0.020869	-0.000000	-0.000146	-0.000698	-0.001862	-0.003891	-0.007072	-0.018052	-0.026302	-0.036482	-0.048388	0.000000	-0.000000	-0.000001	-0.000002	-0.000002	0.000000	-0.000008	-0.000015	-0.000015	-0.000031	
1.000000	-0.000000	-0.006648	-0.024534	-0.049587	-0.076384	-0.098329	-0.098557	-0.063509	0.000652	0.093461	-0.000000	-0.029603	-0.110530	-0.227036	-0.358085	-0.478266	-0.576384	-0.506621	-0.340785	-0.087181	-0.000000	-0.000004	-0.000015	-0.000035	-0.000055	-0.000060	-0.000008	0.000012	-0.000029	-0.000168	0.000000	0.000365	0.001455	0.003246	0.005693	0.008727	0.016184	0.020386	0.024744	0.029143	-0.000000	-0.000299	-0.001282	-0.003098	-0.005921	-0.009941	-0.022309	-0.030919	-0.041165	-0.052863	0.000000	-0.000000	-0.000001	-0.000002	-0.000002	-0.000004	-0.000011	-0.000019	-0.000023	-0.000031	
1.050000	0.000000	0.001566	0.005898	0.012263	0.019662	0.026870	0.035228	0.033809	0.027490	0.016224	0.000000	0.005784	0.021759	0.045153	0.072237	0.098488	0.128891	0.124456	0.103824	0.068353	-0.000000	-0.000003	-0.000019	-0.000055	-0.000114	-0.000191	-0.000386	-0.000505	-0.000649	-0.000823	0.000000	0.000419	0.001685	0.003794	0.006722	0.010425	0.019876	0.025430	0.031371	0.037548	-0.000000	-0.000484	-0.001985	-0.004577	-0.008332	-0.013316	-0.027164	-0.036047	-0.046166	-0.057367	0.000000	-0.000000	-0.000001	-0.000002	-0.000004	-0.000004	-0.000015	-0.000023	-0.000023	-0.000038	
1.100000	0.000000	0.007612	0.028321	0.057894	0.090658	0.119685	0.135825	0.108763	0.052109	-0.033905	0.000000	0.036022	0.134903	0.278236	0.441366	0.594465	0.741660	0.679528	0.506859	0.233106	0.000000	-0.000001	-0.000018	-0.000061	-0.000141	-0.000259	-0.000587	-0.000773	-0.000953	-0.001112	0.000000	0.000487	0.001964	0.004441	0.007908	0.012332	0.023812	0.030677	0.038110	0.045927	-0.000000	-0.000611	-0.002473	-0.005614	-0.010042	-0.015746	-0.030837	-0.040092	-0.050356	-0.061492	0.000000	-0.000000	-0.000001	-0.000002	-0.000004	-0.000008	-0.000019	-0.000031	-0.000031	-0.000046	
1.150000	0.000000	0.004458	0.016439	0.033199	0.051076	0.065621	0.065086	0.041021	-0.002726	-0.065830	0.000000	0.037239	0.139860	0.289573	0.461818	0.626836	0.806355	0.764513	0.614665	0.365940	0.000000	-0.000001	-0.000017	-0.000061	-0.000141	-0.000263	-0.000612	-0.000819	-0.001026	-0.001218	0.000000	0.000572	0.002306	0.005215	0.009291	0.014497	0.028030	0.036137	0.044926	0.054178	-0.000000	-0.000642	-0.002598	-0.005899	-0.010557	-0.016563	-0.032472	-0.042242	-0.053085	-0.064858	0.000000	-0.000000	-0.000001	-0.000002	-0.000006	-0.000008	-0.000023	-0.000034	-0.000046	-0.000061	
1.200000	-0.000000	-0.003837	-0.014616	-0.030836	-0.050428	-0.070828	-0.102444	-0.108126	-0.104427	-0.091014	0.000000	0.018540	0.070462	0.148198	0.241451	0.337645	0.483928	0.509683	0.494701	0.442190	0.000000	-0.000001	-0.000013	-0.000047	-0.000109	-0.000203	-0.000495	-0.000686	-0.000900	-0.001125	0.000000	0.000657	0.002649	0.005991	0.010672	0.016653	0.032198	0.041510	0.051605	0.062233	-0.000000	-0.000602	-0.002456	-0.005629	-0.010180	-0.016156	-0.032471	-0.042777	-0.054409	-0.067202	0.000000	-0.000000	-0.000001	-0.000002	-0.000006	-0.000008	-0.000027	-0.000042	-0.000053	-0.000069	
1.250000	-0.000000	-0.007492	-0.028355	-0.059309	-0.095883	-0.132563	-0.181452	-0.181974	-0.161149	-0.118573	0.000000	0.002531	0.010902	0.026455	0.050766	0.085577	0.193430	0.268892	0.358922	0.461896	0.000000	-0.000001	-0.000008	-0.000028	-0.000066	-0.000126	-0.000328	-0.000483	-0.000676	-0.000901	0.000000	0.000726	0.002931	0.006641	0.011850	0.018527	0.035978	0.046492	0.057936	0.070028	-0.000000	-0.000537	-0.002220	-0.005157	-0.009463	-0.015253	-0.031660	-0.042367	-0.054679	-0.068406	0.000000	-0.000000	-0.000001	-0.000004	-0.000006	-0.000008	-0.000031	-0.000046	-0.000061	-0.000084	
1.300000	-0.000000	-0.002654	-0.010404	-0.022749	-0.038940	-0.057995	-0.099988	-0.120477	-0.139219	-0.155600	-0.000000	-0.001347	-0.003611	-0.003450	0.003386	0.021875	0.114532	0.197214	0.306511	0.439766	-0.000000	-0.000001	-0.000005	-0.000015	-0.000035	-0.000070	-0.000209	-0.000332	-0.000499	-0.000701	0.000000	0.000781	0.003161	0.007179	0.012845	0.020143	0.039384	0.051079	0.063882	0.077482	-0.000000	-0.000473	-0.001981	-0.004669	-0.008699	-0.014242	-0.030493	-0.041397	-0.054129	-0.068476	0.000000	-0.000000	-0.000001	-0.000004	-0.000006	-0.000011	-0.000031	-0.000050	-0.000069	-0.000092	
1.350000	0.000000	0.004419	0.015850	0.030747	0.044443	0.051317	0.020077	-0.029050	-0.104926	-0.206642	-0.000000	0.000004	0.001264	0.006086	0.017364	0.038456	0.123902	0.193829	0.283308	0.390336	-0.000000	-0.000001	-0.000003	-0.000007	-0.000016	-0.000035	-0.000128	-0.000223	-0.000356	-0.000516	0.000000	0.000839	0.003401	0.007732	0.013856	0.021764	0.042706	0.055492	0.069532	0.084486	-0.000000	-0.000411	-0.001745	-0.004176	-0.007906	-0.013152	-0.029022	-0.039933	-0.052835	-0.067503	0.000000	-0.000000	-0.000001	-0.000004	-0.000008	-0.000011	-0.000034	-0.000053	-0.000069	-0.000099	
1.400000	0.000000	0.004978	0.017739	0.034073	0.048455	0.054237	0.011064	-0.050845	-0.144769	-0.269529	-0.000000	-0.002426	-0.008002	-0.013484	-0.014696	-0.006710	0.057546	0.122448	0.211782	0.323170	-0.000000	-0.000001	-0.000002	-0.000005	-0.000009	-0.000019	-0.000078	-0.000144	-0.000243	-0.000363	0.000000	0.000911	0.003689	0.008381	0.015005	0.023545	0.046101	0.059835	0.074889	0.090897	-0.000000	-0.000350	-0.001512	-0.003684	-0.007096	-0.012004	-0.027304	-0.038055	-0.050910	-0.065635	0.000000	-0.000000	-0.000001	-0.000004	-0.000008	-0.000011	-0.000038	-0.000057	-0.000076	-0.000114	
1.450000	-0.000000	-0.002066	-0.008766	-0.020943	-0.039564	-0.065677	-0.144276	-0.198006	-0.261198	-0.332496	-0.000000	-0.009731	-0.035448	-0.070337	-0.105428	-0.129982	-0.101628	-0.029080	0.088929	0.248248	-0.000000	-0.000001	-0.000003	-0.000007	-0.000013	-0.000021	-0.000059	-0.000107	-0.000186	-0.000289	0.000000	0.000987	0.003991	0.009052	0.016174	0.025325	0.049344	0.063879	0.079745	0.096553	-0.000000	-0.000304	-0.001333	-0.003294	-0.006432	-0.011021	-0.025633	-0.036055	-0.048606	-0.063054	0.000000	-0.000000	-0.000001	-0.000004	-0.000008	-0.000011	-0.000038	-0.000061	-0.000084	-0.000114	
1.500000	-0.000000	-0.009209	-0.035589	-0.076466	-0.128054	-0.185569	-0.296252	-0.338524	-0.366481	-0.378659	-0.000000	-0.016280	-0.060057	-0.121325	-0.186826	-0.240623	-0.244741	-0.165573	-0.022156	0.179774	0.000000	-0.000000	-0.000003	-0.000010	-0.000019	-0.000029	-0.000062	-0.000107	-0.000192	-0.000318	0.000000	0.001048	0.004234	0.009593	0.017121	0.026773	0.052015	0.067232	0.083802	0.101315	-0.000000	-0.000291	-0.001277	-0.003151	-0.006145	-0.010518	-0.024415	-0.034315	-0.046230	-0.059940	0.000000	-0.000000	-0.000001	-0.000004	-0.000008	-0.000015	-0.000042	-0.000065	-0.000084	-0.000122	
1.550000	-0.000000	-0.009179	-0.035533	-0.076507	-0.128467	-0.186808	-0.301259	-0.346792	-0.379030	-0.396436	-0.000000	-0.015300	-0.056563	-0.114614	-0.177274	-0.229898	-0.242141	-0.174594	-0.048585	0.130692	0.000000	-0.000000	-0.000003	-0.000010	-0.000020	-0.000031	-0.000076	-0.000140	-0.000256	-0.000430	0.000000	0.001084	0.004382	0.009930	0.017727	0.027729	0.053906	0.069700	0.086906	0.105102	-0.000000	-0.000321	-0.001374	-0.003319	-0.006338	-0.010636	-0.023845	-0.033034	-0.043965	-0.056442	0.000000	-0.000000	-0.000002	-0.000004	-0.000010	-0.000015	-0.000042	-0.000069	-0.000092	-0.000122	
1.600000	-0.000000	-0.003053	-0.012625	-0.029357	-0.053913	-0.086951	-0.180508	-0.241316	-0.310780	-0.387329	-0.000000	-0.003972	-0.014462	-0.028679	-0.042948	-0.052869	-0.040888	-0.010943	0.037651	0.103189	-0.000000	-0.000000	-0.000002	-0.000007	-0.000016	-0.000030	-0.000103	-0.000190	-0.000328	-0.000517	0.000000	0.001105	0.004468	0.010132	0.018101	0.028336	0.055186	0.071424	0.089142	0.107905	-0.000000	-0.000376	-0.001567	-0.003679	-0.006829	-0.011137	-0.023664	-0.032016	-0.041733	-0.052656	0.000000	-0.000000	-0.000002	-0.000004	-0.000010	-0.000015	-0.000046	-0.000069	-0.000092	-0.000122	
1.650000	0.000000	0.001458	0.004294	0.005613	0.001708	-0.011811	-0.086369	-0.155449	-0.248495	-0.363981	0.000000	0.012877	0.048236	0.099512	0.157914	0.212804	0.266068	0.244383	0.183329	0.086272	0.000000	-0.000000	-0.000003	-0.000010	-0.000026	-0.000055	-0.000172	-0.000269	-0.000395	-0.000537	0.000000	0.001125	0.004548	0.010314	0.018424	0.028839	0.056156	0.072671	0.090690	0.109768	-0.000000	-0.000419	-0.001717	-0.003951	-0.007175	-0.011436	-0.023201	-0.030705	-0.039224	-0.048633	0.000000	-0.000000	-0.000002	-0.000004	-0.000010	-0.000015	-0.000046	-0.000069	-0.000092	-0.000122	
