HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	TwHtALxt  N_0	TwHtALxt  N_1	TwHtALxt  N_2	TwHtALxt  N_3	TwHtALxt  N_4	TwHtALxt  N_5	TwHtALxt  N_7	TwHtALxt  N_8	TwHtALxt  N_9	TwHtALxt  N_10	TwHtALyt  N_0	TwHtALyt  N_1	TwHtALyt  N_2	TwHtALyt  N_3	TwHtALyt  N_4	TwHtALyt  N_5	TwHtALyt  N_7	TwHtALyt  N_8	TwHtALyt  N_9	TwHtALyt  N_10	TwHtALzt  N_0	TwHtALzt  N_1	TwHtALzt  N_2	TwHtALzt  N_3	TwHtALzt  N_4	TwHtALzt  N_5	TwHtALzt  N_7	TwHtALzt  N_8	TwHtALzt  N_9	TwHtALzt  N_10	TwHtTDxt  N_0	TwHtTDxt  N_1	TwHtTDxt  N_2	TwHtTDxt  N_3	TwHtTDxt  N_4	TwHtTDxt  N_5	TwHtTDxt  N_7	TwHtTDxt  N_8	TwHtTDxt  N_9	TwHtTDxt  N_10	TwHtTDyt  N_0	TwHtTDyt  N_1	TwHtTDyt  N_2	TwHtTDyt  N_3	TwHtTDyt  N_4	TwHtTDyt  N_5	TwHtTDyt  N_7	TwHtTDyt  N_8	TwHtTDyt  N_9	TwHtTDyt  N_10	TwHtTDzt  N_0	TwHtTDzt  N_1	TwHtTDzt  N_2	TwHtTDzt  N_3	TwHtTDzt  N_4	TwHtTDzt  N_5	TwHtTDzt  N_7	TwHtTDzt  N_8	TwHtTDzt  N_9	TwHtTDzt  N_10	
0.450000	0.011872	-0.006193	-0.056502	-0.127713	-0.204685	-0.268991	-0.278194	-0.185734	-0.012584	0.240118	0.038619	-0.004023	-0.125549	-0.300971	-0.496960	-0.673295	-0.793663	-0.662409	-0.377087	0.048893	-0.010163	-0.010168	-0.010183	-0.010211	-0.010235	-0.010230	-0.010064	-0.009940	-0.009861	-0.009880	-0.000000	-0.000014	-0.000087	-0.000281	-0.000668	-0.001336	-0.003870	-0.005882	-0.008432	-0.011471	-0.000000	-0.000053	-0.000285	-0.000826	-0.001838	-0.003508	-0.009581	-0.014282	-0.020161	-0.027095	-0.000000	-0.000000	-0.000000	-0.000000	-0.000002	-0.000000	-0.000000	-0.000004	-0.000001	-0.000009	
0.500000	-0.005500	-0.008328	-0.014385	-0.020968	-0.024565	-0.020987	0.025743	0.076829	0.149351	0.242225	-0.035307	-0.030790	-0.012392	0.017245	0.054479	0.094827	0.165128	0.186226	0.194495	0.190853	-0.009073	-0.009074	-0.009086	-0.009120	-0.009171	-0.009230	-0.009322	-0.009353	-0.009393	-0.009459	-0.000000	-0.000064	-0.000272	-0.000653	-0.001240	-0.002067	-0.004578	-0.006306	-0.008346	-0.010654	-0.000000	-0.000287	-0.001174	-0.002698	-0.004892	-0.007787	-0.015753	-0.020819	-0.026561	-0.032893	-0.000000	-0.000000	-0.000001	-0.000000	-0.000002	-0.000000	-0.000005	-0.000009	-0.000009	-0.000009	
0.550000	-0.028016	-0.006778	0.056393	0.150861	0.262163	0.372486	0.510273	0.500154	0.420127	0.269139	-0.104917	-0.048289	0.122717	0.374990	0.664151	0.936491	1.198483	1.086778	0.777048	0.286181	-0.007195	-0.007183	-0.007185	-0.007215	-0.007278	-0.007373	-0.007613	-0.007727	-0.007818	-0.007878	-0.000000	-0.000084	-0.000344	-0.000786	-0.001419	-0.002247	-0.004487	-0.005883	-0.007438	-0.009113	-0.000000	-0.000417	-0.001673	-0.003763	-0.006661	-0.010324	-0.019695	-0.025253	-0.031289	-0.037731	-0.000000	-0.000001	-0.000001	-0.000002	-0.000002	-0.000001	-0.000005	-0.000009	-0.000010	-0.000010	
0.600000	-0.026120	-0.002381	0.067436	0.171638	0.294328	0.415925	0.567987	0.557143	0.469446	0.303745	-0.107337	-0.060687	0.083589	0.297837	0.544950	0.779984	1.019344	0.938683	0.693958	0.299086	-0.004910	-0.004901	-0.004907	-0.004941	-0.005009	-0.005108	-0.005382	-0.005546	-0.005725	-0.005916	-0.000000	-0.000035	-0.000152	-0.000371	-0.000717	-0.001217	-0.002784	-0.003889	-0.005210	-0.006720	-0.000000	-0.000378	-0.001540	-0.003523	-0.006356	-0.010061	-0.020110	-0.026419	-0.033515	-0.041299	-0.000000	-0.000001	-0.000001	-0.000002	-0.000002	-0.000001	-0.000005	-0.000013	-0.000010	-0.000018	
0.650000	0.002396	0.003306	0.006563	0.013766	0.026897	0.048238	0.124926	0.184041	0.257939	0.345216	-0.059786	-0.064551	-0.067554	-0.066984	-0.060585	-0.045757	0.019841	0.074860	0.145711	0.230755	-0.002594	-0.002591	-0.002592	-0.002599	-0.002608	-0.002619	-0.002650	-0.002697	-0.002791	-0.002940	0.000000	0.000050	0.000177	0.000332	0.000456	0.000476	-0.000120	-0.000876	-0.001992	-0.003454	-0.000000	-0.000271	-0.001148	-0.002742	-0.005180	-0.008600	-0.018909	-0.025977	-0.034323	-0.043801	-0.000000	-0.000000	-0.000001	-0.000000	-0.000002	-0.000001	-0.000005	-0.000013	-0.000010	-0.000018	
0.700000	0.028475	0.010274	-0.042520	-0.117088	-0.196359	-0.259590	-0.246483	-0.128321	0.081961	0.382749	-0.025777	-0.054643	-0.128687	-0.232376	-0.345073	-0.441933	-0.481375	-0.377775	-0.175986	0.115311	-0.000541	-0.000539	-0.000534	-0.000520	-0.000488	-0.000432	-0.000260	-0.000191	-0.000185	-0.000265	0.000000	0.000105	0.000393	0.000813	0.001295	0.001753	0.002216	0.002042	0.001518	0.000643	-0.000000	-0.000209	-0.000926	-0.002304	-0.004531	-0.007814	-0.018372	-0.025954	-0.035115	-0.045683	-0.000000	-0.000000	-0.000001	-0.000000	-0.000002	-0.000001	-0.000005	-0.000010	-0.000010	-0.000026	
0.750000	0.029113	0.018665	-0.012956	-0.056802	-0.101022	-0.131274	-0.086942	0.016190	0.185096	0.418109	-0.026920	-0.035864	-0.055882	-0.083167	-0.112664	-0.138285	-0.151739	-0.128256	-0.080720	-0.011258	0.001297	0.001299	0.001302	0.001308	0.001318	0.001333	0.001354	0.001332	0.001259	0.001123	0.000000	0.000110	0.000429	0.000930	0.001577	0.002322	0.003878	0.004575	0.005156	0.005600	-0.000000	-0.000194	-0.000875	-0.002214	-0.004422	-0.007735	-0.018610	-0.026528	-0.036160	-0.047318	-0.000000	-0.000000	-0.000001	-0.000000	-0.000002	-0.000001	-0.000005	-0.000010	-0.000018	-0.000027	
0.800000	0.013421	0.030016	0.074654	0.141511	0.222559	0.307814	0.445648	0.476548	0.471698	0.429601	-0.029970	-0.021153	0.007318	0.048755	0.094272	0.133164	0.145059	0.098149	0.009099	-0.118371	0.002682	0.002684	0.002685	0.002682	0.002671	0.002646	0.002535	0.002444	0.002332	0.002201	0.000000	0.000119	0.000482	0.001093	0.001950	0.003049	0.005923	0.007654	0.009539	0.011531	-0.000000	-0.000164	-0.000769	-0.002013	-0.004140	-0.007425	-0.018584	-0.026885	-0.037083	-0.048976	-0.000000	-0.000000	-0.000001	-0.000000	-0.000002	-0.000001	-0.000005	-0.000010	-0.000018	-0.000019	
0.850000	0.014365	0.043397	0.121697	0.236646	0.371097	0.503935	0.670101	0.658943	0.564607	0.385932	-0.011273	-0.018211	-0.035633	-0.061348	-0.092356	-0.124981	-0.178961	-0.193137	-0.196021	-0.188468	0.003287	0.003287	0.003287	0.003287	0.003289	0.003296	0.003327	0.003338	0.003331	0.003292	0.000000	0.000190	0.000769	0.001743	0.003111	0.004866	0.009460	0.012232	0.015251	0.018445	-0.000000	-0.000121	-0.000613	-0.001711	-0.003705	-0.006926	-0.018393	-0.027167	-0.038084	-0.050918	-0.000000	-0.000000	-0.000001	-0.000000	-0.000002	-0.000001	-0.000009	-0.000014	-0.000018	-0.000027	
0.900000	0.044851	0.058061	0.088178	0.131413	0.182572	0.235217	0.315899	0.330119	0.320409	0.286035	0.007582	-0.025287	-0.116175	-0.248130	-0.398442	-0.539636	-0.675914	-0.619191	-0.460742	-0.209260	0.003034	0.003035	0.003035	0.003038	0.003058	0.003110	0.003338	0.003481	0.003589	0.003620	0.000000	0.000312	0.001248	0.002795	0.004921	0.007578	0.014207	0.018007	0.021999	0.026079	-0.000000	-0.000130	-0.000656	-0.001822	-0.003927	-0.007317	-0.019344	-0.028529	-0.039947	-0.053362	-0.000000	-0.000000	-0.000001	-0.000002	-0.000002	-0.000001	-0.000009	-0.000014	-0.000026	-0.000035	
0.950000	0.083789	0.073211	0.032006	-0.030458	-0.101586	-0.165974	-0.206070	-0.150052	-0.029358	0.155795	-0.004468	-0.039382	-0.133874	-0.270022	-0.423857	-0.566408	-0.692566	-0.621690	-0.442183	-0.163392	0.002222	0.002229	0.002229	0.002224	0.002225	0.002252	0.002411	0.002510	0.002559	0.002514	0.000000	0.000421	0.001680	0.003752	0.006585	0.010104	0.018781	0.023690	0.028797	0.033965	-0.000000	-0.000232	-0.001045	-0.002643	-0.005275	-0.009220	-0.022163	-0.031581	-0.043035	-0.056302	-0.000000	-0.000000	-0.000001	-0.000002	-0.000002	-0.000005	-0.000013	-0.000018	-0.000026	-0.000035	
1.000000	0.102450	0.087494	0.031101	-0.055089	-0.155345	-0.250372	-0.338618	-0.291674	-0.166015	0.038699	-0.047361	-0.059820	-0.086392	-0.122307	-0.161222	-0.195499	-0.217293	-0.190591	-0.133888	-0.049830	0.001155	0.001170	0.001174	0.001161	0.001132	0.001094	0.001007	0.000938	0.000820	0.000629	0.000000	0.000471	0.001892	0.004255	0.007529	0.011661	0.022162	0.028305	0.034855	0.041644	-0.000000	-0.000390	-0.001641	-0.003891	-0.007295	-0.012022	-0.026062	-0.035581	-0.046756	-0.059397	-0.000000	-0.000001	-0.000001	-0.000002	-0.000004	-0.000005	-0.000013	-0.000026	-0.000034	-0.000043	
1.050000	0.096695	0.099895	0.093724	0.079648	0.059743	0.036631	-0.007092	-0.021739	-0.028515	-0.026631	-0.094611	-0.084318	-0.041383	0.025738	0.105640	0.184462	0.278686	0.267650	0.208185	0.104296	0.000050	0.000074	0.000090	0.000088	0.000062	0.000011	-0.000176	-0.000317	-0.000494	-0.000707	0.000000	0.000484	0.001960	0.004459	0.007993	0.012560	0.024667	0.032067	0.040199	0.048866	-0.000000	-0.000531	-0.002175	-0.005009	-0.009104	-0.014526	-0.029532	-0.039126	-0.050032	-0.062087	-0.000000	-0.000001	-0.000001	-0.000002	-0.000004	-0.000009	-0.000017	-0.000029	-0.000034	-0.000050	
1.100000	0.090109	0.108491	0.144667	0.191710	0.240414	0.279613	0.280349	0.219481	0.108387	-0.051898	-0.124355	-0.105708	-0.035085	0.074333	0.204745	0.334505	0.497988	0.490329	0.407878	0.256780	-0.000923	-0.000892	-0.000865	-0.000851	-0.000857	-0.000886	-0.001025	-0.001136	-0.001270	-0.001418	0.000000	0.000508	0.002072	0.004747	0.008580	0.013602	0.027237	0.035766	0.045281	0.055557	-0.000000	-0.000609	-0.002471	-0.005629	-0.010112	-0.015931	-0.031520	-0.041196	-0.052004	-0.063798	-0.000000	-0.000001	-0.000001	-0.000002	-0.000006	-0.000009	-0.000021	-0.000033	-0.000049	-0.000057	
1.150000	0.099966	0.112846	0.132416	0.154929	0.175472	0.188141	0.164174	0.116061	0.039339	-0.064900	-0.131976	-0.116410	-0.052673	0.048139	0.170943	0.297331	0.480523	0.501773	0.462809	0.368408	-0.001538	-0.001502	-0.001472	-0.001455	-0.001459	-0.001488	-0.001632	-0.001740	-0.001863	-0.001990	0.000000	0.000555	0.002269	0.005207	0.009424	0.014965	0.030076	0.039567	0.050183	0.061673	-0.000000	-0.000615	-0.002495	-0.005682	-0.010201	-0.016061	-0.031735	-0.041449	-0.052290	-0.064112	-0.000000	-0.000000	-0.000001	-0.000002	-0.000006	-0.000008	-0.000020	-0.000036	-0.000047	-0.000063	
1.200000	0.116557	0.114471	0.090528	0.049329	-0.002789	-0.057950	-0.141697	-0.153215	-0.136328	-0.089906	-0.122402	-0.113961	-0.070870	0.000350	0.090700	0.189098	0.361207	0.413002	0.433368	0.424546	-0.001612	-0.001576	-0.001546	-0.001533	-0.001547	-0.001595	-0.001797	-0.001941	-0.002101	-0.002261	0.000000	0.000591	0.002420	0.005564	0.010094	0.016069	0.032467	0.042828	0.054460	0.067091	-0.000000	-0.000564	-0.002301	-0.005273	-0.009533	-0.015124	-0.030380	-0.040011	-0.050877	-0.062824	0.000000	-0.000000	-0.000001	-0.000002	-0.000006	-0.000008	-0.000027	-0.000038	-0.000053	-0.000068	
1.250000	0.118040	0.117233	0.096482	0.059686	0.012250	-0.039086	-0.122759	-0.140319	-0.134496	-0.104075	-0.102570	-0.100304	-0.076981	-0.035022	0.022059	0.089807	0.237091	0.307169	0.370699	0.427778	-0.001147	-0.001117	-0.001088	-0.001071	-0.001074	-0.001104	-0.001261	-0.001390	-0.001548	-0.001724	0.000000	0.000593	0.002440	0.005645	0.010312	0.016540	0.033945	0.045128	0.057813	0.071710	-0.000000	-0.000476	-0.001964	-0.004557	-0.008352	-0.013444	-0.027832	-0.037198	-0.047954	-0.059933	0.000000	-0.000000	-0.000001	-0.000002	-0.000005	-0.000007	-0.000025	-0.000044	-0.000059	-0.000081	
1.300000	0.105572	0.122649	0.152625	0.189531	0.225487	0.250984	0.228996	0.162739	0.052012	-0.101847	-0.078313	-0.078506	-0.065651	-0.040215	-0.003070	0.044550	0.165009	0.234572	0.308475	0.385932	-0.000271	-0.000249	-0.000222	-0.000193	-0.000165	-0.000140	-0.000123	-0.000154	-0.000229	-0.000343	0.000000	0.000589	0.002438	0.005676	0.010437	0.016854	0.035082	0.046961	0.060552	0.075549	-0.000000	-0.000367	-0.001543	-0.003657	-0.006852	-0.011283	-0.024429	-0.033333	-0.043779	-0.055591	0.000000	-0.000000	-0.000001	-0.000001	-0.000005	-0.000006	-0.000024	-0.000042	-0.000056	-0.000078	
1.350000	0.100021	0.131911	0.203140	0.299633	0.402616	0.489254	0.512673	0.403246	0.193356	-0.115458	-0.051143	-0.052401	-0.046774	-0.033656	-0.012421	0.017540	0.105619	0.164150	0.231935	0.307862	0.000680	0.000695	0.000718	0.000749	0.000795	0.000859	0.001017	0.001074	0.001082	0.001033	0.000000	0.000629	0.002597	0.006030	0.011057	0.017802	0.036828	0.049150	0.063198	0.078652	-0.000000	-0.000244	-0.001070	-0.002639	-0.005145	-0.008801	-0.020412	-0.028678	-0.038625	-0.050067	0.000000	-0.000000	-0.000001	-0.000001	-0.000004	-0.000009	-0.000022	-0.000040	-0.000053	-0.000074	
1.400000	0.119819	0.142804	0.186581	0.242211	0.297871	0.339256	0.316473	0.223882	0.065453	-0.157080	-0.020315	-0.027323	-0.042320	-0.061070	-0.078036	-0.086625	-0.050653	0.005808	0.091763	0.204464	0.001279	0.001297	0.001315	0.001336	0.001364	0.001405	0.001513	0.001552	0.001549	0.001492	0.000000	0.000720	0.002945	0.006765	0.012260	0.019495	0.039294	0.051770	0.065752	0.080914	-0.000000	-0.000123	-0.000597	-0.001614	-0.003408	-0.006248	-0.016146	-0.023626	-0.032882	-0.043725	0.000000	-0.000000	-0.000001	-0.000003	-0.000004	-0.000008	-0.000024	-0.000038	-0.000051	-0.000079	
1.450000	0.154256	0.152515	0.123374	0.071843	0.004902	-0.068707	-0.195953	-0.230221	-0.235335	-0.209411	0.009357	-0.008695	-0.058568	-0.129549	-0.207386	-0.274917	-0.305237	-0.236061	-0.099557	0.098350	0.001505	0.001532	0.001553	0.001566	0.001570	0.001569	0.001566	0.001551	0.001506	0.001423	0.000000	0.000808	0.003277	0.007458	0.013375	0.021029	0.041351	0.053792	0.067477	0.082075	-0.000000	-0.000031	-0.000232	-0.000807	-0.002006	-0.004122	-0.012297	-0.018835	-0.027122	-0.036978	0.000000	-0.000000	-0.000001	-0.000002	-0.000005	-0.000007	-0.000023	-0.000039	-0.000055	-0.000068	
1.500000	0.174522	0.158515	0.087235	-0.026279	-0.164215	-0.304554	-0.493289	-0.494770	-0.412463	-0.244378	0.024995	0.001394	-0.066238	-0.164089	-0.273725	-0.372895	-0.443910	-0.374067	-0.219324	0.012947	0.001313	0.001347	0.001372	0.001382	0.001375	0.001355	0.001286	0.001225	0.001125	0.000972	0.000000	0.000833	0.003369	0.007644	0.013665	0.021408	0.041765	0.054103	0.067586	0.081883	0.000000	0.000003	-0.000086	-0.000447	-0.001305	-0.002923	-0.009521	-0.014936	-0.021874	-0.030178	0.000000	-0.000000	-0.000001	-0.000002	-0.000006	-0.000007	-0.000021	-0.000037	-0.000045	-0.000064	
1.550000	0.165431	0.159240	0.116173	0.043791	-0.047470	-0.144619	-0.297617	-0.325212	-0.306604	-0.239772	0.018516	0.004841	-0.035046	-0.093353	-0.159653	-0.221338	-0.276403	-0.246050	-0.168670	-0.048305	0.000695	0.000724	0.000751	0.000769	0.000776	0.000770	0.000704	0.000619	0.000473	0.000256	0.000000	0.000788	0.003198	0.007280	0.013059	0.020538	0.040409	0.052581	0.065978	0.080275	-0.000000	-0.000018	-0.000143	-0.000503	-0.001260	-0.002601	-0.007799	-0.011963	-0.017245	-0.023530	0.000000	-0.000000	-0.000001	-0.000002	-0.000006	-0.000006	-0.000023	-0.000035	-0.000035	-0.000061	
1.600000	0.139997	0.154733	0.172844	0.190237	0.201631	0.200754	0.135324	0.059085	-0.050362	-0.191116	-0.000211	0.004389	0.016869	0.034104	0.051965	0.065502	0.058424	0.028707	-0.021534	-0.090446	-0.000364	-0.000343	-0.000315	-0.000281	-0.000241	-0.000202	-0.000169	-0.000212	-0.000319	-0.000493	0.000000	0.000723	0.002946	0.006737	0.012146	0.019208	0.038256	0.050096	0.063251	0.077409	-0.000000	-0.000051	-0.000246	-0.000657	-0.001373	-0.002496	-0.006375	-0.009291	-0.012889	-0.017098	0.000000	-0.000000	-0.000001	-0.000002	-0.000004	-0.000009	-0.000018	-0.000030	-0.000040	-0.000051	
1.650000	0.122336	0.146886	0.194709	0.256304	0.319077	0.367767	0.355862	0.264793	0.104308	-0.123969	-0.012702	0.003514	0.049312	0.114548	0.185738	0.246654	0.267900	0.198054	0.064119	-0.128241	-0.002021	-0.002007	-0.001982	-0.001943	-0.001891	-0.001831	-0.001734	-0.001732	-0.001782	-0.001888	0.000000	0.000685	0.002790	0.006381	0.011509	0.018208	0.036296	0.047552	0.060067	0.073544	-0.000000	-0.000054	-0.000235	-0.000579	-0.001127	-0.001925	-0.004454	-0.006252	-0.008415	-0.010901	0.000000	-0.000001	-0.000001	-0.000001	-0.000003	-0.000005	-0.000013	-0.000024	-0.000031	-0.000041	
