HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.WindL @CopyRight 赵子祯
Time	WindBVelX B_0_N_0	WindBVelX B_0_N_1	WindBVelX B_0_N_2	WindBVelX B_0_N_3	WindBVelX B_0_N_4	WindBVelX B_0_N_5	WindBVelX B_0_N_6	WindBVelX B_0_N_7	WindBVelX B_0_N_8	WindBVelX B_0_N_10	WindBVelX B_0_N_11	WindBVelX B_0_N_12	WindBVelX B_0_N_13	WindBVelX B_0_N_14	WindBVelX B_0_N_15	WindBVelX B_0_N_16	WindBVelX B_0_N_17	WindBVelX B_0_N_18	WindBVelX B_2_N_0	WindBVelX B_2_N_1	WindBVelX B_2_N_2	WindBVelX B_2_N_3	WindBVelX B_2_N_4	WindBVelX B_2_N_5	WindBVelX B_2_N_6	WindBVelX B_2_N_7	WindBVelX B_2_N_8	WindBVelX B_2_N_10	WindBVelX B_2_N_11	WindBVelX B_2_N_12	WindBVelX B_2_N_13	WindBVelX B_2_N_14	WindBVelX B_2_N_15	WindBVelX B_2_N_16	WindBVelX B_2_N_17	WindBVelX B_2_N_18	WindBVelY B_0_N_0	WindBVelY B_0_N_1	WindBVelY B_0_N_2	WindBVelY B_0_N_3	WindBVelY B_0_N_4	WindBVelY B_0_N_5	WindBVelY B_0_N_6	WindBVelY B_0_N_7	WindBVelY B_0_N_8	WindBVelY B_0_N_10	WindBVelY B_0_N_11	WindBVelY B_0_N_12	WindBVelY B_0_N_13	WindBVelY B_0_N_14	WindBVelY B_0_N_15	WindBVelY B_0_N_16	WindBVelY B_0_N_17	WindBVelY B_0_N_18	WindBVelY B_2_N_0	WindBVelY B_2_N_1	WindBVelY B_2_N_2	WindBVelY B_2_N_3	WindBVelY B_2_N_4	WindBVelY B_2_N_5	WindBVelY B_2_N_6	WindBVelY B_2_N_7	WindBVelY B_2_N_8	WindBVelY B_2_N_10	WindBVelY B_2_N_11	WindBVelY B_2_N_12	WindBVelY B_2_N_13	WindBVelY B_2_N_14	WindBVelY B_2_N_15	WindBVelY B_2_N_16	WindBVelY B_2_N_17	WindBVelY B_2_N_18	WindBVelZ B_0_N_0	WindBVelZ B_0_N_1	WindBVelZ B_0_N_2	WindBVelZ B_0_N_3	WindBVelZ B_0_N_4	WindBVelZ B_0_N_5	WindBVelZ B_0_N_6	WindBVelZ B_0_N_7	WindBVelZ B_0_N_8	WindBVelZ B_0_N_10	WindBVelZ B_0_N_11	WindBVelZ B_0_N_12	WindBVelZ B_0_N_13	WindBVelZ B_0_N_14	WindBVelZ B_0_N_15	WindBVelZ B_0_N_16	WindBVelZ B_0_N_17	WindBVelZ B_0_N_18	WindBVelZ B_2_N_0	WindBVelZ B_2_N_1	WindBVelZ B_2_N_2	WindBVelZ B_2_N_3	WindBVelZ B_2_N_4	WindBVelZ B_2_N_5	WindBVelZ B_2_N_6	WindBVelZ B_2_N_7	WindBVelZ B_2_N_8	WindBVelZ B_2_N_10	WindBVelZ B_2_N_11	WindBVelZ B_2_N_12	WindBVelZ B_2_N_13	WindBVelZ B_2_N_14	WindBVelZ B_2_N_15	WindBVelZ B_2_N_16	WindBVelZ B_2_N_17	WindBVelZ B_2_N_18	WHubVelX  	WHubVelY  	WHubVelZ  	
35.750000	14.520107	14.466981	14.201997	13.938364	13.676077	13.415121	13.533591	13.740579	13.946930	14.357848	14.562481	14.681908	14.264174	13.849722	13.439873	13.032900	12.628393	11.977129	14.820898	14.799667	14.716541	14.672648	14.667986	14.702545	15.056364	15.404628	15.684543	16.039383	16.114346	16.121038	16.042248	15.945478	15.876807	15.837655	15.828117	15.897864	-0.015589	-0.020511	-0.045158	-0.069847	-0.094583	-0.119374	-0.185491	-0.261388	-0.337355	-0.489516	-0.565714	-0.642730	-0.724435	-0.806190	-0.887706	-0.969289	-1.051095	-1.221421	0.141287	0.150293	0.194352	0.237620	0.280100	0.321792	0.242338	0.189661	0.191477	0.358524	0.523718	0.743332	0.980062	1.053728	1.001053	0.985758	1.007936	1.164654	-0.423948	-0.397745	-0.267924	-0.140204	-0.014550	0.109082	0.120375	0.106325	0.093163	0.069416	0.058781	0.068030	0.198983	0.329780	0.459964	0.590036	0.720151	0.881655	-0.623275	-0.591780	-0.455903	-0.359628	-0.302955	-0.285882	-0.181008	-0.076742	0.003580	0.092416	0.100946	0.085565	0.069442	0.101810	0.164058	0.238446	0.324915	0.534132	14.920506	0.021316	-0.623304	
35.800000	14.716612	14.670191	14.436212	14.199370	13.959643	13.717001	13.771963	13.903819	14.037902	14.312961	14.454058	14.524532	14.058473	13.583789	13.102024	12.611186	12.110930	11.297695	14.854347	14.821577	14.673187	14.561937	14.487816	14.478687	14.910662	15.268082	15.550962	15.893209	15.952633	15.937632	15.767827	15.632217	15.545403	15.522614	15.535276	15.604710	0.135719	0.122113	0.053704	-0.015278	-0.084847	-0.155016	-0.200872	-0.239608	-0.277283	-0.349358	-0.383708	-0.422703	-0.503581	-0.584594	-0.665445	-0.746434	-0.827474	-0.990806	0.339752	0.351791	0.361633	0.364807	0.361314	0.341730	0.195616	0.112337	0.091877	0.239323	0.407175	0.637739	0.842471	1.003319	1.124188	1.118882	1.061781	1.062792	-0.613755	-0.590695	-0.473126	-0.351879	-0.226915	-0.098174	-0.043601	-0.009328	0.023634	0.085532	0.114407	0.151227	0.256359	0.362648	0.469728	0.578021	0.687717	0.796071	-0.665136	-0.641433	-0.442482	-0.312476	-0.251413	-0.251750	-0.161913	-0.076692	0.003913	0.151295	0.218077	0.280257	0.290848	0.309604	0.342206	0.386150	0.438131	0.569355	15.061344	0.237114	-0.782166	
35.850000	14.814194	14.763881	14.509025	14.248944	13.983635	13.713078	13.699021	13.769562	13.843792	14.003447	14.088950	14.132392	13.623466	13.126682	12.643986	12.173708	11.716868	10.969110	15.059731	15.039978	14.917802	14.803202	14.704062	14.728367	15.083222	15.392682	15.656762	16.048859	16.176924	16.158316	15.929015	15.737507	15.584402	15.469039	15.391567	15.324196	0.098400	0.076211	-0.034851	-0.146009	-0.257269	-0.368635	-0.457531	-0.538997	-0.620040	-0.780855	-0.860623	-0.913994	-0.838942	-0.777004	-0.728519	-0.693429	-0.671922	-0.711515	0.406979	0.425875	0.475506	0.514900	0.558524	0.541445	0.343364	0.192950	0.090180	0.027486	0.067508	0.195279	0.420068	0.635100	0.839604	1.034361	1.218948	1.290857	-0.748009	-0.713260	-0.534166	-0.346325	-0.149703	0.055746	0.058876	-0.007665	-0.079430	-0.238793	-0.326480	-0.396100	-0.177455	0.033699	0.236515	0.431674	0.618732	0.891782	-0.910776	-0.894120	-0.714492	-0.556325	-0.454233	-0.378473	-0.236390	-0.109395	0.002522	0.181146	0.247870	0.272422	0.245186	0.236617	0.246698	0.275421	0.322773	0.382924	15.185108	0.264803	-0.997663	
35.900000	14.792915	14.741043	14.476109	14.202156	13.919180	13.627163	13.587269	13.659627	13.710067	13.830550	13.900652	13.977374	13.564681	13.114142	12.680080	12.260962	11.857941	11.119797	15.038150	15.017693	14.904298	14.799822	14.717392	14.822765	15.180067	15.494522	15.766150	16.181023	16.324327	16.181637	15.922139	15.693401	15.496185	15.329676	15.194040	15.083683	0.117866	0.095370	-0.022232	-0.148263	-0.282744	-0.425701	-0.495139	-0.514762	-0.490367	-0.450484	-0.435012	-0.422534	-0.427153	-0.444797	-0.474388	-0.516091	-0.569893	-0.712151	0.253365	0.247749	0.198759	0.133441	0.075665	-0.025761	-0.186130	-0.312375	-0.404517	-0.486581	-0.476557	-0.315011	-0.081115	0.154549	0.391103	0.629417	0.868977	1.036845	-0.834978	-0.805804	-0.652110	-0.485509	-0.305970	-0.113450	-0.033924	-0.008756	0.018477	0.028192	0.010529	-0.022255	0.134119	0.305257	0.469418	0.627178	0.778064	1.029759	-1.000285	-0.991340	-0.901580	-0.785900	-0.707489	-0.594295	-0.386009	-0.196057	-0.024430	0.263901	0.380631	0.383470	0.350321	0.341757	0.357740	0.398263	0.463252	0.406095	15.170697	0.275963	-1.037491	
35.950000	15.003082	14.957872	14.727726	14.491010	14.247728	13.977900	13.856289	13.879199	13.912518	14.010499	14.075224	14.150486	13.852461	13.408293	12.986990	12.587049	12.209639	11.519347	15.185012	15.163935	15.054138	14.938313	14.840332	14.977048	15.322822	15.637943	15.922438	16.399635	16.592405	16.366800	16.108080	15.861329	15.627422	15.405458	15.195713	14.990374	0.338579	0.324415	0.247249	0.159580	0.061394	-0.035602	-0.029846	0.011383	0.039261	0.054805	0.042382	0.016430	-0.081694	-0.208372	-0.335995	-0.465039	-0.595391	-0.859984	0.317758	0.300648	0.208137	0.097764	-0.003582	-0.129852	-0.275807	-0.400498	-0.503941	-0.647168	-0.687003	-0.527296	-0.334986	-0.130170	0.086354	0.315344	0.556221	0.636074	-0.887963	-0.863860	-0.734510	-0.590556	-0.431975	-0.249881	-0.086589	0.031090	0.131080	0.277779	0.324372	0.353040	0.412790	0.485644	0.551895	0.611771	0.664953	0.752331	-0.986984	-0.975837	-0.910472	-0.797687	-0.710064	-0.586326	-0.403969	-0.229802	-0.063819	0.243621	0.385097	0.368754	0.355843	0.364548	0.394766	0.446539	0.519685	0.357690	15.333980	0.431489	-1.050248	
36.000000	15.422878	15.373324	15.114699	14.838265	14.494358	14.104615	13.903545	13.904099	13.913277	13.957556	13.992695	14.036525	13.905701	13.540520	13.199286	12.880772	12.585854	12.064686	15.470984	15.428841	15.210825	14.980862	14.758594	14.902928	15.291782	15.654456	15.990975	16.585690	16.794142	16.494196	16.203545	15.921827	15.650049	15.387171	15.133531	14.980334	0.266153	0.242571	0.111467	-0.041509	-0.192662	-0.295620	-0.281913	-0.184365	-0.117791	-0.077833	-0.104602	-0.162647	-0.296824	-0.504190	-0.714031	-0.927126	-1.143491	-1.584838	0.251185	0.226837	0.096243	-0.048983	-0.211942	-0.366188	-0.503864	-0.623457	-0.724989	-0.873976	-0.900681	-0.709236	-0.517020	-0.323797	-0.130288	0.064220	0.259253	0.249369	-0.272596	-0.247383	-0.105465	0.062767	0.246346	0.409825	0.484825	0.468064	0.444741	0.378348	0.335244	0.285512	0.279301	0.336703	0.388750	0.435629	0.477013	0.544655	-0.359531	-0.347381	-0.276038	-0.187105	-0.103782	-0.029295	0.054059	0.137248	0.220271	0.385827	0.451455	0.355824	0.276756	0.214149	0.168170	0.138584	0.125265	0.046347	15.772038	0.415251	-0.428284	
36.050000	15.289165	15.272596	15.190445	15.070343	14.787700	14.511724	14.289907	14.197824	14.120955	14.012925	13.981804	13.965976	13.944098	13.634542	13.367384	13.141657	12.958049	12.716154	15.138816	15.102081	14.918568	14.735514	14.552911	14.757301	15.189886	15.604298	16.000565	16.738855	16.933586	16.605394	16.285316	15.972945	15.669396	15.373507	15.085649	15.043460	0.604035	0.577004	0.429480	0.266816	0.156533	0.110105	0.145902	0.225246	0.266523	0.234657	0.161387	0.049796	-0.103165	-0.330686	-0.580617	-0.853892	-1.150455	-1.813060	0.619498	0.596688	0.477912	0.351377	0.217088	0.056765	-0.120546	-0.283870	-0.433232	-0.690222	-0.743079	-0.595083	-0.444441	-0.290974	-0.135264	0.023244	0.184062	0.068013	-0.361885	-0.328035	-0.130067	0.116416	0.369578	0.595677	0.734715	0.713139	0.687614	0.624692	0.587281	0.545895	0.507020	0.561277	0.612925	0.662154	0.708795	0.794899	-0.374489	-0.347350	-0.200736	-0.036068	0.146637	0.217346	0.180808	0.146834	0.115421	0.060256	0.022997	-0.055801	-0.126163	-0.188188	-0.241695	-0.286925	-0.323994	-0.254147	15.415099	0.780788	-0.555126	
36.100000	15.109109	15.089289	14.984155	14.745119	14.458092	14.177586	13.920486	13.885262	13.863916	13.862894	13.883240	13.917511	13.965722	13.814259	13.570835	13.372986	13.189814	12.743423	15.025549	14.996006	14.847240	14.696865	14.544880	14.776906	15.216488	15.660351	16.108459	17.017290	17.249559	16.907122	16.566080	16.228056	15.894270	15.563454	15.236064	15.197325	0.640369	0.591386	0.326132	0.078679	-0.083585	-0.165332	-0.156147	-0.002008	0.111802	0.218263	0.210821	0.162858	0.074316	-0.123146	-0.398312	-0.708953	-1.044524	-1.693844	0.869084	0.855370	0.783503	0.706203	0.623479	0.476778	0.290871	0.096236	-0.107075	-0.539502	-0.707353	-0.695605	-0.677490	-0.655457	-0.629634	-0.599966	-0.566920	-0.647685	-0.640723	-0.612173	-0.438955	-0.180049	0.086531	0.336042	0.559368	0.652078	0.728506	0.832446	0.859918	0.871027	0.865751	0.881301	0.920565	0.964667	1.014695	1.071029	-0.585850	-0.557200	-0.408967	-0.252578	-0.088054	0.017775	0.087908	0.155975	0.221982	0.347853	0.332699	0.129733	-0.069149	-0.263648	-0.453092	-0.638228	-0.818996	-0.582055	15.245207	0.965073	-0.790439	
36.150000	15.282768	15.265182	15.149734	14.855047	14.553795	14.245964	13.931538	13.818659	13.769119	13.721833	13.724106	13.743673	13.780550	13.812578	13.549699	13.272652	13.009366	12.525186	15.144138	15.111952	14.951099	14.790558	14.630331	14.805954	15.154582	15.502621	15.850036	16.542831	16.712936	16.495838	16.279528	16.063789	15.849480	15.635860	15.423355	15.300865	0.278540	0.218895	-0.095573	-0.305213	-0.432464	-0.477266	-0.439551	-0.223582	-0.031965	0.171101	0.182441	0.133573	0.024431	-0.154842	-0.483788	-0.781741	-1.074482	-1.646626	0.670520	0.669601	0.665309	0.661528	0.658265	0.512715	0.294438	0.077416	-0.138277	-0.565350	-0.713335	-0.721691	-0.731218	-0.742013	-0.754116	-0.767662	-0.782682	-0.784916	-0.441434	-0.400585	-0.157730	0.125146	0.381675	0.611843	0.815633	0.833097	0.812410	0.775919	0.760121	0.745958	0.733434	0.724593	0.750167	0.779083	0.791985	0.768912	-0.551013	-0.535172	-0.456416	-0.378502	-0.301456	-0.191712	-0.064561	0.062837	0.190490	0.446624	0.461565	0.226096	-0.008351	-0.241995	-0.473906	-0.704875	-0.934087	-0.627202	15.386083	0.678071	-0.670950	
36.200000	15.399521	15.390210	15.247498	14.947762	14.645488	14.340656	14.033263	13.825048	13.739742	13.643582	13.632751	13.646774	13.685663	13.691781	13.553546	13.255710	12.968967	12.429850	15.155104	15.117270	14.929996	14.746064	14.565479	14.722557	15.060719	15.390256	15.711121	16.326607	16.474230	16.237120	16.010406	15.793906	15.588477	15.393421	15.209192	15.214787	-0.113610	-0.145368	-0.290365	-0.351349	-0.347936	-0.280092	-0.147777	0.029780	0.168351	0.302723	0.298467	0.246536	0.146895	-0.048497	-0.294300	-0.625704	-0.916772	-1.379591	0.121011	0.124648	0.144884	0.168524	0.195572	0.136334	0.037566	-0.048751	-0.122549	-0.232279	-0.264866	-0.293592	-0.336781	-0.394617	-0.466965	-0.554181	-0.656373	-0.655031	-0.350788	-0.323896	-0.144527	0.079121	0.299801	0.517518	0.732273	0.858904	0.886827	0.902353	0.889945	0.864083	0.824757	0.724522	0.667636	0.662909	0.653927	0.623062	-0.490833	-0.491417	-0.498704	-0.513273	-0.535146	-0.453781	-0.310520	-0.165800	-0.019619	0.277144	0.351029	0.231306	0.125065	0.032299	-0.046567	-0.111748	-0.162429	-0.003237	15.443278	0.098060	-0.495716	
36.250000	15.576666	15.581490	15.393643	15.055191	14.712517	14.365599	14.014431	13.676882	13.517584	13.340379	13.322504	13.359349	13.407364	13.402414	13.344572	13.144098	12.880823	12.399377	15.105646	15.053593	14.797920	14.550185	14.310402	14.410882	14.725248	15.024990	15.310060	15.835984	15.989557	15.757096	15.543810	15.349556	15.175085	15.019807	14.884242	15.090031	-0.562398	-0.583300	-0.623816	-0.564869	-0.443598	-0.259977	-0.013978	0.277361	0.426558	0.600295	0.624808	0.556066	0.319852	0.121049	-0.039657	-0.249929	-0.490329	-0.882896	-0.333869	-0.320470	-0.250323	-0.174994	-0.094477	-0.090285	-0.126829	-0.146866	-0.150345	-0.107400	-0.085703	-0.181608	-0.299395	-0.439329	-0.600942	-0.784885	-0.991032	-1.045778	-0.647449	-0.632205	-0.479443	-0.276778	-0.073658	0.129929	0.333990	0.531917	0.661772	0.860365	0.929093	0.956809	0.899184	0.828757	0.745803	0.682940	0.641278	0.559925	-0.771298	-0.778227	-0.817471	-0.864353	-0.918886	-0.836094	-0.653805	-0.467341	-0.276694	0.117185	0.272988	0.228512	0.202701	0.195634	0.207384	0.238036	0.288184	0.388968	15.506407	-0.427826	-0.729027	
36.300000	15.395597	15.416435	15.244925	14.977272	14.700245	14.413830	14.118011	13.812777	13.554331	13.175847	13.064831	13.069049	13.037725	12.970737	12.868382	12.730325	12.548551	12.166550	14.873867	14.830183	14.616858	14.412270	14.216435	14.334215	14.706806	15.054352	15.376797	15.946145	16.177528	15.950148	15.753582	15.587727	15.453225	15.349617	15.277420	15.346454	-0.048021	-0.064479	-0.158986	-0.187265	-0.136547	-0.006813	0.201959	0.489794	0.697560	0.924931	0.953623	0.752238	0.577926	0.430530	0.310558	0.217526	0.033994	-0.380287	0.005454	-0.001004	-0.030305	-0.054596	-0.073874	-0.056369	0.010303	0.102731	0.220962	0.535069	0.718952	0.536890	0.327065	0.089091	-0.176177	-0.469742	-0.791237	-1.012925	-0.581549	-0.569375	-0.407588	-0.208140	-0.000376	0.215714	0.440141	0.672918	0.830171	0.972930	0.984349	0.928999	0.877903	0.831013	0.788498	0.750196	0.746623	0.729314	-0.682909	-0.692083	-0.746185	-0.813978	-0.895478	-0.846897	-0.663277	-0.466519	-0.256606	0.202778	0.444868	0.478428	0.528510	0.595253	0.678429	0.778361	0.895338	0.876516	15.212832	0.060309	-0.631503	
36.350000	15.341057	15.382158	15.175151	14.909080	14.631155	14.341358	14.039676	13.726091	13.403540	12.926970	12.967475	12.958155	12.898989	12.789804	12.631078	12.422298	12.163380	11.710384	14.703865	14.660589	14.444742	14.230009	14.016401	14.083837	14.490881	14.859539	15.189747	15.734537	15.948964	15.823668	15.669302	15.558685	15.492235	15.469719	15.491416	15.511719	0.029128	0.014984	-0.093736	-0.123010	-0.064162	0.082820	0.317950	0.641244	1.034412	1.223902	0.946457	0.713633	0.525437	0.381732	0.282976	0.228732	0.219154	0.095922	0.001781	-0.011288	-0.070812	-0.120571	-0.160558	-0.133184	-0.006154	0.150822	0.337786	0.801882	1.079126	0.957391	0.720473	0.456242	0.165675	-0.152317	-0.497081	-0.881724	-0.286208	-0.270284	-0.113354	0.064413	0.254935	0.458223	0.674284	0.903130	1.134211	1.191237	1.099587	1.023397	0.962676	0.917381	0.887664	0.873389	0.875000	0.895561	-0.540797	-0.561945	-0.671664	-0.787901	-0.910661	-0.884477	-0.661726	-0.446373	-0.238439	0.155110	0.340685	0.414457	0.496512	0.613543	0.765128	0.951839	1.173747	1.195457	15.030039	0.112308	-0.390387	
36.400000	15.327966	15.360539	15.059994	14.747799	14.423931	14.088383	13.741126	13.382157	13.011463	12.714643	12.843475	12.899571	12.882923	12.793373	12.631381	12.396475	12.088758	11.336334	14.760443	14.723284	14.538319	14.354958	14.173207	14.151436	14.459093	14.725494	14.950583	15.276596	15.377388	15.349613	15.267421	15.221252	15.211267	15.237420	15.315271	15.451928	0.033921	0.019001	-0.137557	-0.180611	-0.110156	0.073811	0.371301	0.782318	1.306869	1.525077	1.155092	0.848235	0.604512	0.423741	0.306477	0.252174	0.261029	0.236368	-0.148138	-0.176804	-0.307585	-0.417301	-0.505941	-0.490860	-0.262095	-0.001630	0.290566	0.970309	1.357943	1.402406	1.106005	0.764477	0.379100	-0.051539	-0.543226	-1.220210	-0.243089	-0.213418	-0.022300	0.177737	0.386698	0.604584	0.831404	1.067157	1.311845	1.402099	1.303100	1.224371	1.165916	1.127707	1.109850	1.112245	1.135236	0.844995	-0.544127	-0.562065	-0.661808	-0.778209	-0.911276	-0.944454	-0.726469	-0.516105	-0.313378	0.069100	0.248815	0.364869	0.461531	0.596186	0.768328	0.978585	1.171658	1.071654	15.041353	0.093843	-0.430736	
36.450000	15.417652	15.399610	15.081450	14.759142	14.432669	14.102024	13.767197	13.428183	13.084975	12.869020	12.916568	12.898190	12.813894	12.663465	12.447584	12.165586	11.800692	11.076163	14.804793	14.758097	14.529372	14.308838	14.096499	13.971597	14.272738	14.532569	14.751045	15.063731	15.157835	15.196051	15.189569	15.240000	15.396334	15.548052	15.694794	15.918720	0.090045	0.072742	-0.077785	-0.136025	-0.101986	0.024325	0.242901	0.553733	0.956808	1.212215	0.865456	0.569451	0.324191	0.129460	-0.014123	-0.107190	-0.142375	-0.113741	-0.287483	-0.322345	-0.484973	-0.627948	-0.751261	-0.804325	-0.544439	-0.250318	0.078066	0.837749	1.269120	1.581684	1.234028	0.810719	0.229668	-0.333502	-0.877757	-1.775561	-0.377992	-0.329052	-0.012213	0.304829	0.622080	0.939540	1.257215	1.575105	1.893213	2.083165	1.867962	1.694195	1.561863	1.470875	1.421488	1.413440	1.377444	0.991185	-0.577708	-0.580439	-0.608886	-0.661967	-0.739690	-0.790169	-0.565876	-0.353937	-0.154368	0.207584	0.369928	0.498563	0.555653	0.645126	0.683310	0.720735	0.756899	0.751865	15.165662	-0.000821	-0.588622	
36.500000	15.152479	15.111478	14.864136	14.599499	14.317564	14.018322	13.701771	13.367909	13.016733	12.757644	12.726631	12.681124	12.592218	12.459740	12.284271	12.049778	11.647799	10.882678	14.682756	14.649717	14.484514	14.319482	14.154627	13.989958	14.235259	14.452183	14.621033	14.814317	14.838657	14.814725	14.933569	15.063351	15.198025	15.338079	15.483370	15.789804	0.137512	0.091897	-0.110887	-0.228486	-0.260914	-0.208190	-0.070334	0.152633	0.460686	0.642592	0.525772	0.271014	0.088660	-0.021407	-0.058941	-0.026784	0.003473	0.015481	-0.197276	-0.229912	-0.388558	-0.539476	-0.682663	-0.818115	-0.607614	-0.335026	-0.014814	0.768577	1.231832	1.742840	1.362191	0.781407	0.227376	-0.301969	-0.805678	-1.737915	-0.513764	-0.472636	-0.249512	-0.013361	0.235814	0.498013	0.773232	1.061466	1.362713	1.680767	1.715250	1.615432	1.549399	1.517125	1.518657	1.531737	1.335544	0.929125	-0.554035	-0.545574	-0.514140	-0.500859	-0.505733	-0.528766	-0.336022	-0.146679	0.028721	0.337619	0.471090	0.590550	0.626166	0.639622	0.640513	0.628852	0.604109	0.518210	14.930922	0.057502	-0.640680	
36.550000	15.156202	15.105987	14.844005	14.564106	14.266276	13.950517	13.616826	13.265200	12.895643	12.771901	12.738056	12.721790	12.672405	12.578566	12.444730	12.113828	11.743595	11.072630	14.628492	14.595625	14.433640	14.275754	14.121976	13.972315	14.109344	14.316647	14.476801	14.655530	14.711700	14.847272	14.993611	15.089516	15.206684	15.345525	15.506010	15.891732	0.426326	0.364490	0.091898	-0.119397	-0.269417	-0.358182	-0.385716	-0.352046	-0.257201	-0.161782	-0.146502	-0.152632	-0.241577	-0.307205	-0.335817	-0.276632	-0.216272	-0.167741	-0.063373	-0.104873	-0.304603	-0.491161	-0.664544	-0.824742	-0.680916	-0.388326	-0.056780	0.723224	1.089565	1.268424	1.227516	0.678375	0.181212	-0.265868	-0.662054	-1.302691	-0.248674	-0.225549	-0.108799	0.009700	0.129942	0.251924	0.375640	0.501088	0.628262	0.853505	0.945246	1.023080	1.052518	1.095288	1.158937	1.091046	0.973141	0.739434	-0.259483	-0.257136	-0.272203	-0.331958	-0.436411	-0.585575	-0.549400	-0.426909	-0.301098	-0.039558	0.098612	0.223368	0.288931	0.239856	0.186881	0.129813	0.068395	-0.065747	14.880348	0.264852	-0.334061	
36.600000	15.089410	15.041174	14.785269	14.505073	14.200583	13.871802	13.518740	13.141397	12.833220	12.718447	12.692400	12.687233	12.702933	12.739542	12.595389	12.164580	11.760898	11.034933	14.527789	14.495716	14.346224	14.215035	14.102167	14.007633	14.058466	14.240573	14.365101	14.474541	14.588377	14.762124	14.995805	15.233992	15.443118	15.650038	15.854677	16.256281	0.792563	0.705173	0.300728	-0.049091	-0.344310	-0.584955	-0.771056	-0.902650	-0.925913	-0.679561	-0.568026	-0.464251	-0.368234	-0.279866	-0.279075	-0.264262	-0.254536	-0.250631	0.281177	0.235667	0.020993	-0.171979	-0.343241	-0.492786	-0.436897	-0.092507	0.308341	1.168372	1.383064	1.523586	1.589886	1.242052	0.685122	0.179945	-0.272804	-1.020935	-0.337993	-0.316773	-0.212379	-0.110945	-0.012479	0.083016	0.175533	0.265070	0.389827	0.786757	0.956929	1.108256	1.240752	1.354559	1.342349	1.077275	0.834180	0.415500	-0.263470	-0.259006	-0.278518	-0.367785	-0.526820	-0.755636	-0.853847	-0.697309	-0.525861	-0.118654	0.088559	0.232886	0.314287	0.238208	0.107007	0.005063	-0.067845	-0.124116	14.791790	0.650374	-0.385897	
36.650000	15.467144	15.408924	15.109233	14.795497	14.467724	14.125912	13.770071	13.400205	13.170719	13.022558	12.969367	12.930092	12.904718	12.893229	12.702878	12.428578	12.142362	11.520212	14.801220	14.758186	14.561092	14.394363	14.258019	14.152071	14.096086	14.235441	14.311917	14.341559	14.426647	14.577298	14.793522	15.075714	15.298326	15.488886	15.669501	16.000093	0.877228	0.782864	0.341565	-0.048409	-0.387076	-0.674467	-0.910618	-1.095570	-1.095306	-0.872515	-0.789233	-0.724673	-0.678819	-0.651631	-0.660145	-0.677006	-0.691980	-0.730994	0.258682	0.204950	-0.037847	-0.237246	-0.393238	-0.505818	-0.544637	-0.195056	0.217574	0.853375	1.009792	1.099289	1.121837	1.077331	0.597066	0.064546	-0.421486	-1.254139	-0.362267	-0.350917	-0.280634	-0.187869	-0.072636	0.065046	0.225156	0.407674	0.640566	1.081296	1.250012	1.384334	1.484291	1.549980	1.358484	1.039750	0.690097	0.085526	-0.199982	-0.191708	-0.187104	-0.243826	-0.361878	-0.541270	-0.753120	-0.665305	-0.560078	-0.304820	-0.238088	-0.228713	-0.276716	-0.382272	-0.510904	-0.607054	-0.670621	-0.695978	15.162864	0.717245	-0.340254	
36.700000	15.433578	15.381415	15.112118	14.828959	14.531942	14.221071	13.896358	13.557816	13.364676	13.129826	13.026758	12.933249	12.849287	12.770088	12.602312	12.434882	12.268015	11.935671	14.845403	14.806763	14.625359	14.463820	14.322156	14.200380	14.098498	14.138321	14.202595	14.203316	14.295692	14.451099	14.669527	14.951352	15.295410	15.488415	15.644576	15.720684	1.238131	1.145060	0.701450	0.294568	-0.075603	-0.409092	-0.705927	-0.966147	-0.969905	-0.826104	-0.775204	-0.738281	-0.715318	-0.709946	-0.782717	-0.852705	-0.919864	-1.045552	0.698326	0.644284	0.396789	0.187443	0.016246	-0.116803	-0.211707	-0.066261	0.246392	0.588658	0.663653	0.676540	0.627313	0.515795	0.342504	-0.063083	-0.441080	-0.710570	0.302399	0.300202	0.295097	0.299786	0.314258	0.338497	0.372489	0.416219	0.610062	1.051122	1.236531	1.398564	1.537252	1.637132	1.400534	1.138530	0.851353	0.201650	0.140000	0.129979	0.049193	-0.082658	-0.265566	-0.499521	-0.784518	-0.836976	-0.752551	-0.459492	-0.395852	-0.389504	-0.440449	-0.548850	-0.714204	-0.836480	-0.930827	-0.772388	15.160669	1.152540	0.150083	
