HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.AeroL @CopyRight 赵子祯
Time	RtArea    	RtAeroCp  	RtAeroCq  	RtAeroCt  	
2.100000	12468.981589	0.094656	0.015622	0.171043	
2.150000	12468.981589	0.095454	0.015783	0.166102	
2.200000	12468.981589	0.103011	0.016735	0.174588	
2.250000	12468.981589	0.109763	0.017725	0.184951	
2.300000	12468.981589	0.109371	0.017859	0.188911	
2.350000	12468.981589	0.096002	0.016166	0.173454	
2.400000	12468.981589	0.092038	0.015651	0.175377	
2.450000	12468.981589	0.100399	0.016851	0.187230	
2.500000	12468.981589	0.108966	0.017945	0.194160	
2.550000	12468.981589	0.114233	0.018527	0.199931	
2.600000	12468.981589	0.118211	0.018734	0.204287	
2.650000	12468.981589	0.121021	0.018857	0.208071	
2.700000	12468.981589	0.135792	0.020766	0.221674	
2.750000	12468.981589	0.138659	0.021476	0.224263	
2.800000	12468.981589	0.112572	0.018862	0.195641	
2.850000	12468.981589	0.106918	0.018080	0.195180	
2.900000	12468.981589	0.097824	0.016812	0.187136	
2.950000	12468.981589	0.087883	0.015704	0.176309	
3.000000	12468.981589	0.102347	0.017983	0.196639	
3.050000	12468.981589	0.101541	0.017831	0.195149	
3.100000	12468.981589	0.110343	0.018821	0.215124	
3.150000	12468.981589	0.109007	0.018693	0.216185	
3.200000	12468.981589	0.111960	0.019207	0.215803	
3.250000	12468.981589	0.113133	0.019364	0.215489	
3.300000	12468.981589	0.115457	0.019520	0.213885	
3.350000	12468.981589	0.105979	0.018671	0.199398	
3.400000	12468.981589	0.108102	0.019328	0.199965	
3.450000	12468.981589	0.109426	0.019783	0.202965	
3.500000	12468.981589	0.107789	0.019918	0.205785	
3.550000	12468.981589	0.107209	0.019937	0.215240	
3.600000	12468.981589	0.116117	0.021399	0.232863	
3.650000	12468.981589	0.110749	0.021213	0.223614	
3.700000	12468.981589	0.112183	0.021585	0.224170	
3.750000	12468.981589	0.111882	0.021766	0.219018	
3.800000	12468.981589	0.108646	0.021568	0.213252	
3.850000	12468.981589	0.109865	0.021663	0.216556	
3.900000	12468.981589	0.118362	0.022797	0.226775	
3.950000	12468.981589	0.102101	0.020672	0.206983	
4.000000	12468.981589	0.106673	0.021366	0.214017	
4.050000	12468.981589	0.108950	0.021369	0.214123	
4.100000	12468.981589	0.108730	0.021361	0.210191	
4.150000	12468.981589	0.110765	0.021879	0.212231	
4.200000	12468.981589	0.118575	0.023142	0.221272	
4.250000	12468.981589	0.136886	0.025672	0.244949	
4.300000	12468.981589	0.138352	0.025559	0.249430	
4.350000	12468.981589	0.124929	0.023715	0.236851	
4.400000	12468.981589	0.128052	0.023912	0.243798	
4.450000	12468.981589	0.150803	0.026800	0.265654	
4.500000	12468.981589	0.158868	0.028096	0.267566	
4.550000	12468.981589	0.156364	0.027737	0.261670	
4.600000	12468.981589	0.157076	0.027993	0.263559	
4.650000	12468.981589	0.157078	0.028413	0.261558	
4.700000	12468.981589	0.160519	0.029558	0.269654	
4.750000	12468.981589	0.164450	0.030015	0.281054	
4.800000	12468.981589	0.153620	0.028326	0.280418	
4.850000	12468.981589	0.139279	0.026398	0.260542	
4.900000	12468.981589	0.139014	0.026274	0.256119	
4.950000	12468.981589	0.127981	0.024764	0.242515	
5.000000	12468.981589	0.143115	0.027182	0.263838	
5.050000	12468.981589	0.159875	0.029947	0.284055	
5.100000	12468.981589	0.167970	0.030851	0.300296	
5.150000	12468.981589	0.166733	0.030265	0.309058	
5.200000	12468.981589	0.162721	0.029878	0.306095	
5.250000	12468.981589	0.159050	0.029867	0.300672	
5.300000	12468.981589	0.163228	0.030477	0.305068	
5.350000	12468.981589	0.149398	0.028501	0.292280	
5.400000	12468.981589	0.135545	0.026641	0.273869	
5.450000	12468.981589	0.149652	0.028540	0.290647	
5.500000	12468.981589	0.163652	0.030654	0.309063	
5.550000	12468.981589	0.179338	0.033251	0.324860	
5.600000	12468.981589	0.210693	0.038002	0.354641	
5.650000	12468.981589	0.238266	0.041854	0.381591	
5.700000	12468.981589	0.232452	0.041545	0.374962	
5.750000	12468.981589	0.257005	0.044978	0.401512	
5.800000	12468.981589	0.250827	0.044273	0.399628	
5.850000	12468.981589	0.232313	0.041460	0.388733	
5.900000	12468.981589	0.230261	0.040848	0.391083	
5.950000	12468.981589	0.230922	0.041556	0.386319	
6.000000	12468.981589	0.225183	0.041028	0.378329	
6.050000	12468.981589	0.221766	0.040308	0.376173	
6.100000	12468.981589	0.205799	0.038108	0.358203	
6.150000	12468.981589	0.187832	0.036116	0.334020	
6.200000	12468.981589	0.196788	0.037593	0.338341	
6.250000	12468.981589	0.196802	0.037279	0.337373	
6.300000	12468.981589	0.195301	0.036839	0.336089	
6.350000	12468.981589	0.189851	0.035510	0.335816	
6.400000	12468.981589	0.176093	0.033411	0.322153	
6.450000	12468.981589	0.167421	0.032318	0.310970	
6.500000	12468.981589	0.162492	0.031958	0.303706	
6.550000	12468.981589	0.159706	0.031280	0.305098	
6.600000	12468.981589	0.161866	0.031351	0.312571	
6.650000	12468.981589	0.194074	0.036182	0.348966	
6.700000	12468.981589	0.216320	0.040099	0.369656	
6.750000	12468.981589	0.222001	0.040862	0.378067	
6.800000	12468.981589	0.204272	0.037955	0.366800	
6.850000	12468.981589	0.194277	0.035828	0.360890	
6.900000	12468.981589	0.197436	0.035921	0.365116	
6.950000	12468.981589	0.202225	0.036828	0.372895	
7.000000	12468.981589	0.201603	0.037118	0.372932	
7.050000	12468.981589	0.196210	0.036791	0.366449	
7.100000	12468.981589	0.204369	0.038760	0.374590	
7.150000	12468.981589	0.223197	0.041676	0.396460	
7.200000	12468.981589	0.226837	0.042119	0.400504	
7.250000	12468.981589	0.224582	0.041502	0.399476	
7.300000	12468.981589	0.205062	0.038698	0.374373	
7.350000	12468.981589	0.210201	0.039677	0.376718	
7.400000	12468.981589	0.220688	0.041075	0.394273	
7.450000	12468.981589	0.199281	0.038220	0.376718	
7.500000	12468.981589	0.198140	0.037936	0.377848	
7.550000	12468.981589	0.203061	0.038575	0.383347	
7.600000	12468.981589	0.212676	0.039879	0.392226	
7.650000	12468.981589	0.226610	0.042186	0.405664	
7.700000	12468.981589	0.244798	0.045816	0.416662	
7.750000	12468.981589	0.299885	0.053451	0.470451	
7.800000	12468.981589	0.304225	0.054074	0.475238	
7.850000	12468.981589	0.304682	0.054086	0.475055	
7.900000	12468.981589	0.300907	0.053260	0.470431	
7.950000	12468.981589	0.258973	0.048393	0.423108	
8.000000	12468.981589	0.256499	0.048052	0.424017	
8.050000	12468.981589	0.254772	0.047687	0.427937	
8.100000	12468.981589	0.274250	0.050257	0.446715	
8.150000	12468.981589	0.260875	0.048551	0.427024	
8.200000	12468.981589	0.257566	0.047944	0.423383	
8.250000	12468.981589	0.238226	0.044110	0.411756	
8.300000	12468.981589	0.242504	0.043768	0.423412	
8.350000	12468.981589	0.199555	0.038228	0.374911	
8.400000	12468.981589	0.188389	0.036589	0.361736	
8.450000	12468.981589	0.177310	0.034563	0.349430	
8.500000	12468.981589	0.184873	0.035640	0.360613	
8.550000	12468.981589	0.191986	0.037208	0.365636	
8.600000	12468.981589	0.205393	0.039274	0.383850	
8.650000	12468.981589	0.203665	0.039337	0.382314	
8.700000	12468.981589	0.184077	0.036796	0.358985	
8.750000	12468.981589	0.191702	0.037528	0.371689	
8.800000	12468.981589	0.181917	0.036094	0.359028	
8.850000	12468.981589	0.189564	0.037237	0.369112	
8.900000	12468.981589	0.196528	0.038195	0.377020	
8.950000	12468.981589	0.199715	0.038788	0.380670	
9.000000	12468.981589	0.221687	0.042146	0.409036	
9.050000	12468.981589	0.237711	0.044754	0.427009	
9.100000	12468.981589	0.251450	0.046307	0.444248	
9.150000	12468.981589	0.251358	0.045520	0.447241	
9.200000	12468.981589	0.233892	0.043451	0.424882	
9.250000	12468.981589	0.252531	0.046100	0.442572	
9.300000	12468.981589	0.231198	0.042954	0.422927	
9.350000	12468.981589	0.230247	0.042570	0.425247	
9.400000	12468.981589	0.242394	0.044544	0.433830	
9.450000	12468.981589	0.246384	0.045315	0.438285	
9.500000	12468.981589	0.238227	0.043916	0.435430	
9.550000	12468.981589	0.229475	0.042640	0.427687	
9.600000	12468.981589	0.223901	0.042794	0.415229	
9.650000	12468.981589	0.234887	0.045660	0.417727	
9.700000	12468.981589	0.239946	0.046552	0.422692	
9.750000	12468.981589	0.259391	0.048662	0.445762	
9.800000	12468.981589	0.266705	0.049669	0.452177	
9.850000	12468.981589	0.276363	0.051089	0.462380	
9.900000	12468.981589	0.280676	0.051834	0.465846	
9.950000	12468.981589	0.291615	0.053204	0.475193	
10.000000	12468.981589	0.264233	0.049415	0.443857	
10.050000	12468.981589	0.264908	0.049492	0.443986	
10.100000	12468.981589	0.256885	0.047998	0.439012	
10.150000	12468.981589	0.230181	0.043801	0.414603	
10.200000	12468.981589	0.205450	0.039854	0.390421	
10.250000	12468.981589	0.204713	0.039519	0.392093	
10.300000	12468.981589	0.218548	0.041204	0.410981	
10.350000	12468.981589	0.212935	0.040437	0.406535	
10.400000	12468.981589	0.218155	0.040932	0.417066	
10.450000	12468.981589	0.241533	0.044420	0.440913	
10.500000	12468.981589	0.256188	0.046808	0.455882	
10.550000	12468.981589	0.272640	0.048904	0.474352	
10.600000	12468.981589	0.254809	0.046075	0.458013	
10.650000	12468.981589	0.275479	0.048438	0.484474	
10.700000	12468.981589	0.277413	0.048781	0.488759	
10.750000	12468.981589	0.291309	0.050467	0.506646	
10.800000	12468.981589	0.288041	0.050249	0.500770	
10.850000	12468.981589	0.272918	0.048630	0.479553	
10.900000	12468.981589	0.271584	0.048834	0.473557	
10.950000	12468.981589	0.288109	0.050625	0.497046	
11.000000	12468.981589	0.294404	0.050680	0.509798	
11.050000	12468.981589	0.304753	0.051449	0.523418	
11.100000	12468.981589	0.349580	0.057076	0.565721	
11.150000	12468.981589	0.380030	0.060980	0.590385	
11.200000	12468.981589	0.329941	0.054722	0.541669	
11.250000	12468.981589	0.310130	0.052518	0.518598	
11.300000	12468.981589	0.298709	0.051315	0.507501	
11.350000	12468.981589	0.285980	0.049852	0.496047	
11.400000	12468.981589	0.293777	0.051771	0.497761	
11.450000	12468.981589	0.302742	0.053685	0.498792	
11.500000	12468.981589	0.318361	0.055635	0.517076	
11.550000	12468.981589	0.311303	0.054180	0.515754	
11.600000	12468.981589	0.319318	0.054682	0.528700	
11.650000	12468.981589	0.307639	0.053081	0.517116	
11.700000	12468.981589	0.294262	0.051730	0.497960	
11.750000	12468.981589	0.294014	0.052044	0.493611	
11.800000	12468.981589	0.299311	0.053241	0.490042	
11.850000	12468.981589	0.293721	0.052695	0.478577	
11.900000	12468.981589	0.283589	0.050789	0.469265	
11.950000	12468.981589	0.250856	0.045733	0.440359	
12.000000	12468.981589	0.235599	0.042737	0.431988	
12.050000	12468.981589	0.235300	0.042273	0.440207	
12.100000	12468.981589	0.237231	0.042842	0.445378	
12.150000	12468.981589	0.243864	0.043910	0.451843	
12.200000	12468.981589	0.224998	0.041770	0.429658	
12.250000	12468.981589	0.252166	0.045651	0.463476	
12.300000	12468.981589	0.281557	0.049813	0.494022	
12.350000	12468.981589	0.296953	0.051049	0.516512	
12.400000	12468.981589	0.285703	0.049289	0.506560	
12.450000	12468.981589	0.295757	0.050185	0.515019	
12.500000	12468.981589	0.293784	0.050443	0.507751	
12.550000	12468.981589	0.310135	0.052805	0.523861	
12.600000	12468.981589	0.301679	0.052334	0.513798	
12.650000	12468.981589	0.296486	0.052103	0.504138	
12.700000	12468.981589	0.291917	0.051467	0.502079	
12.750000	12468.981589	0.308437	0.052937	0.524647	
12.800000	12468.981589	0.314482	0.053049	0.537029	
12.850000	12468.981589	0.301304	0.051021	0.527594	
12.900000	12468.981589	0.303427	0.050915	0.532011	
12.950000	12468.981589	0.283389	0.048457	0.507510	
13.000000	12468.981589	0.287736	0.048685	0.516772	
13.050000	12468.981589	0.287377	0.048995	0.514751	
13.100000	12468.981589	0.276908	0.048288	0.497643	
13.150000	12468.981589	0.309661	0.053014	0.528681	
13.200000	12468.981589	0.323514	0.055981	0.535816	
13.250000	12468.981589	0.337134	0.058131	0.548301	
13.300000	12468.981589	0.292360	0.052245	0.503628	
13.350000	12468.981589	0.273571	0.049397	0.488788	
13.400000	12468.981589	0.272161	0.048262	0.495771	
13.450000	12468.981589	0.266022	0.046995	0.489046	
13.500000	12468.981589	0.258769	0.045895	0.479850	
13.550000	12468.981589	0.267962	0.047461	0.486424	
13.600000	12468.981589	0.271627	0.048063	0.488480	
13.650000	12468.981589	0.273398	0.047733	0.494282	
13.700000	12468.981589	0.255334	0.044693	0.476597	
13.750000	12468.981589	0.226455	0.040781	0.442928	
13.800000	12468.981589	0.252866	0.044937	0.470743	
13.850000	12468.981589	0.256044	0.046066	0.470534	
13.900000	12468.981589	0.254166	0.045711	0.471282	
13.950000	12468.981589	0.251803	0.045391	0.469963	
14.000000	12468.981589	0.244040	0.044880	0.455998	
14.050000	12468.981589	0.239320	0.044171	0.450973	
14.100000	12468.981589	0.227498	0.042072	0.442796	
14.150000	12468.981589	0.211820	0.039549	0.426475	
14.200000	12468.981589	0.238802	0.042936	0.459543	
14.250000	12468.981589	0.243414	0.043943	0.462820	
14.300000	12468.981589	0.246686	0.044640	0.464726	
14.350000	12468.981589	0.243813	0.044335	0.459584	
14.400000	12468.981589	0.245802	0.044750	0.459525	
14.450000	12468.981589	0.226541	0.041764	0.440103	
14.500000	12468.981589	0.236273	0.043289	0.452726	
14.550000	12468.981589	0.227151	0.042262	0.440945	
14.600000	12468.981589	0.229736	0.042035	0.449630	
14.650000	12468.981589	0.226652	0.041799	0.444687	
14.700000	12468.981589	0.232386	0.043036	0.449868	
14.750000	12468.981589	0.245264	0.044665	0.467086	
14.800000	12468.981589	0.243933	0.044245	0.467568	
14.850000	12468.981589	0.249562	0.045511	0.473424	
14.900000	12468.981589	0.263580	0.048770	0.481536	
14.950000	12468.981589	0.279773	0.050663	0.504481	
15.000000	12468.981589	0.291328	0.051265	0.523802	
15.050000	12468.981589	0.294985	0.051343	0.527637	
15.100000	12468.981589	0.327555	0.055810	0.557036	
15.150000	12468.981589	0.314700	0.054158	0.539451	
15.200000	12468.981589	0.309981	0.053720	0.529133	
15.250000	12468.981589	0.344909	0.058055	0.566348	
15.300000	12468.981589	0.359319	0.059744	0.578975	
15.350000	12468.981589	0.309775	0.053477	0.527700	
15.400000	12468.981589	0.315405	0.053389	0.538864	
15.450000	12468.981589	0.328022	0.054615	0.555583	
15.500000	12468.981589	0.291043	0.050245	0.517859	
15.550000	12468.981589	0.294316	0.050481	0.523858	
15.600000	12468.981589	0.316509	0.053614	0.547177	
15.650000	12468.981589	0.303256	0.052883	0.526028	
15.700000	12468.981589	0.322735	0.055793	0.540759	
15.750000	12468.981589	0.311737	0.054235	0.533310	
15.800000	12468.981589	0.298562	0.052023	0.525091	
15.850000	12468.981589	0.271747	0.047997	0.502230	
15.900000	12468.981589	0.287424	0.049132	0.526209	
15.950000	12468.981589	0.306276	0.051381	0.545886	
16.000000	12468.981589	0.339395	0.055835	0.576481	
16.050000	12468.981589	0.372941	0.060213	0.608075	
16.100000	12468.981589	0.369690	0.060225	0.599747	
16.150000	12468.981589	0.336760	0.056349	0.563385	
16.200000	12468.981589	0.317453	0.053469	0.543338	
16.250000	12468.981589	0.317824	0.053164	0.545947	
16.300000	12468.981589	0.312842	0.052326	0.540345	
16.350000	12468.981589	0.326690	0.054597	0.552594	
16.400000	12468.981589	0.364147	0.059345	0.591459	
16.450000	12468.981589	0.397453	0.063717	0.626833	
16.500000	12468.981589	0.422721	0.067253	0.647981	
16.550000	12468.981589	0.431981	0.068832	0.650571	
16.600000	12468.981589	0.388053	0.062740	0.609486	
16.650000	12468.981589	0.420081	0.066474	0.636948	
16.700000	12468.981589	0.466197	0.072120	0.673169	
16.750000	12468.981589	0.392725	0.064262	0.597979	
16.800000	12468.981589	0.399589	0.064553	0.603878	
16.850000	12468.981589	0.385605	0.063079	0.588293	
16.900000	12468.981589	0.376008	0.061711	0.580739	
16.950000	12468.981589	0.379041	0.061002	0.587739	
17.000000	12468.981589	0.344046	0.056081	0.552722	
17.050000	12468.981589	0.328805	0.054962	0.533477	
17.100000	12468.981589	0.331525	0.056249	0.532303	
17.150000	12468.981589	0.320096	0.055498	0.518943	
17.200000	12468.981589	0.347924	0.059067	0.545777	
17.250000	12468.981589	0.361243	0.061239	0.552406	
17.300000	12468.981589	0.360776	0.060932	0.550978	
17.350000	12468.981589	0.327182	0.055596	0.526734	
17.400000	12468.981589	0.303328	0.051480	0.509298	
17.450000	12468.981589	0.306546	0.051265	0.515204	
17.500000	12468.981589	0.326409	0.052880	0.538242	
17.550000	12468.981589	0.335675	0.053716	0.547549	
17.600000	12468.981589	0.349693	0.055747	0.558527	
17.650000	12468.981589	0.355020	0.057158	0.557847	
17.700000	12468.981589	0.373361	0.059984	0.571663	
17.750000	12468.981589	0.376785	0.060130	0.577286	
17.800000	12468.981589	0.351210	0.056483	0.553615	
17.850000	12468.981589	0.317566	0.051689	0.520345	
17.900000	12468.981589	0.288613	0.047826	0.488384	
17.950000	12468.981589	0.300775	0.049876	0.497610	
18.000000	12468.981589	0.316805	0.052291	0.514950	
18.050000	12468.981589	0.362978	0.058224	0.562382	
18.100000	12468.981589	0.425294	0.064866	0.626434	
18.150000	12468.981589	0.402149	0.062350	0.601855	
18.200000	12468.981589	0.392662	0.060746	0.590979	
18.250000	12468.981589	0.400442	0.061864	0.594823	
18.300000	12468.981589	0.454718	0.067644	0.643357	
18.350000	12468.981589	0.444726	0.066245	0.633034	
18.400000	12468.981589	0.425557	0.063682	0.611461	
18.450000	12468.981589	0.430925	0.064447	0.610412	
18.500000	12468.981589	0.426279	0.063796	0.600566	
18.550000	12468.981589	0.342302	0.054467	0.519876	
18.600000	12468.981589	0.355753	0.055734	0.533579	
18.650000	12468.981589	0.397113	0.059836	0.578034	
18.700000	12468.981589	0.373281	0.057663	0.556519	
18.750000	12468.981589	0.381357	0.059266	0.561351	
18.800000	12468.981589	0.356452	0.056511	0.537837	
18.850000	12468.981589	0.361728	0.057211	0.543215	
18.900000	12468.981589	0.343578	0.054938	0.527129	
18.950000	12468.981589	0.330893	0.052887	0.517726	
19.000000	12468.981589	0.331561	0.052364	0.520437	
19.050000	12468.981589	0.329451	0.052347	0.515518	
19.100000	12468.981589	0.376083	0.058169	0.559687	
19.150000	12468.981589	0.360185	0.056097	0.548058	
19.200000	12468.981589	0.374032	0.057192	0.563149	
19.250000	12468.981589	0.419463	0.062118	0.604077	
19.300000	12468.981589	0.416162	0.060751	0.603629	
19.350000	12468.981589	0.439133	0.061234	0.628176	
19.400000	12468.981589	0.401482	0.057572	0.586375	
19.450000	12468.981589	0.379380	0.056034	0.558407	
19.500000	12468.981589	0.395521	0.058204	0.571616	
19.550000	12468.981589	0.462421	0.065804	0.633935	
19.600000	12468.981589	0.505322	0.071279	0.670866	
19.650000	12468.981589	0.488767	0.069244	0.660071	
19.700000	12468.981589	0.463706	0.066087	0.642436	
19.750000	12468.981589	0.410032	0.060311	0.593689	
19.800000	12468.981589	0.431098	0.062231	0.610817	
19.850000	12468.981589	0.449777	0.065260	0.620741	
19.900000	12468.981589	0.445358	0.064797	0.615224	
19.950000	12468.981589	0.410407	0.060985	0.579587	
20.000000	12468.981589	0.415400	0.061733	0.580502	
20.050000	12468.981589	0.449596	0.065293	0.608107	
20.100000	12468.981589	0.470523	0.065996	0.630870	
20.150000	12468.981589	0.458978	0.064409	0.623729	
20.200000	12468.981589	0.515487	0.069242	0.675701	
20.250000	12468.981589	0.488646	0.065673	0.657222	
20.300000	12468.981589	0.470824	0.064325	0.638608	
20.350000	12468.981589	0.472326	0.065402	0.639321	
20.400000	12468.981589	0.497285	0.068231	0.659330	
20.450000	12468.981589	0.525521	0.071804	0.679547	
20.500000	12468.981589	0.471337	0.066345	0.634854	
20.550000	12468.981589	0.479556	0.065561	0.648127	
20.600000	12468.981589	0.453158	0.062940	0.622794	
20.650000	12468.981589	0.422987	0.060267	0.590471	
20.700000	12468.981589	0.387225	0.056529	0.556960	
20.750000	12468.981589	0.448138	0.061520	0.615703	
20.800000	12468.981589	0.444769	0.061609	0.611003	
20.850000	12468.981589	0.456347	0.064177	0.613544	
20.900000	12468.981589	0.440734	0.062755	0.599426	
20.950000	12468.981589	0.451577	0.063674	0.608221	
21.000000	12468.981589	0.378706	0.055795	0.542947	
21.050000	12468.981589	0.353617	0.052844	0.521596	
21.100000	12468.981589	0.419857	0.060133	0.582766	
21.150000	12468.981589	0.408713	0.058680	0.574673	
21.200000	12468.981589	0.395276	0.057151	0.564001	
21.250000	12468.981589	0.380481	0.055978	0.549519	
21.300000	12468.981589	0.385552	0.057261	0.550970	
21.350000	12468.981589	0.378330	0.057226	0.539398	
21.400000	12468.981589	0.398226	0.060693	0.550751	
21.450000	12468.981589	0.418751	0.062723	0.572163	
21.500000	12468.981589	0.417786	0.061160	0.577196	
21.550000	12468.981589	0.434688	0.062391	0.591297	
21.600000	12468.981589	0.443136	0.062941	0.598325	
21.650000	12468.981589	0.455356	0.064183	0.607144	
21.700000	12468.981589	0.428916	0.061538	0.582821	
21.750000	12468.981589	0.396439	0.057686	0.556054	
21.800000	12468.981589	0.393584	0.056683	0.558504	
21.850000	12468.981589	0.411030	0.059204	0.570630	
21.900000	12468.981589	0.443120	0.063602	0.595205	
21.950000	12468.981589	0.495225	0.069288	0.636608	
22.000000	12468.981589	0.487105	0.068937	0.628926	
22.050000	12468.981589	0.490162	0.069385	0.630506	
22.100000	12468.981589	0.444340	0.064373	0.590421	
22.150000	12468.981589	0.432614	0.062555	0.580395	
22.200000	12468.981589	0.491920	0.068225	0.631090	
22.250000	12468.981589	0.448841	0.063241	0.598069	
22.300000	12468.981589	0.427276	0.061256	0.575961	
22.350000	12468.981589	0.443427	0.064108	0.583937	
22.400000	12468.981589	0.433770	0.063386	0.572710	
22.450000	12468.981589	0.361226	0.054970	0.510330	
22.500000	12468.981589	0.340289	0.052332	0.488860	
22.550000	12468.981589	0.345775	0.052855	0.491834	
22.600000	12468.981589	0.327713	0.050805	0.477742	
22.650000	12468.981589	0.328818	0.050497	0.481236	
22.700000	12468.981589	0.341967	0.051835	0.494502	
22.750000	12468.981589	0.420122	0.060562	0.565210	
22.800000	12468.981589	0.440176	0.064169	0.580110	
22.850000	12468.981589	0.399684	0.060288	0.546487	
22.900000	12468.981589	0.397560	0.060724	0.542587	
22.950000	12468.981589	0.434942	0.064604	0.579311	
23.000000	12468.981589	0.446640	0.065929	0.591836	
23.050000	12468.981589	0.431194	0.063864	0.580633	
23.100000	12468.981589	0.438305	0.064879	0.585979	
23.150000	12468.981589	0.457386	0.066066	0.604601	
23.200000	12468.981589	0.433041	0.063010	0.583049	
23.250000	12468.981589	0.407516	0.060090	0.558806	
23.300000	12468.981589	0.413916	0.061303	0.559881	
23.350000	12468.981589	0.454752	0.065628	0.593161	
23.400000	12468.981589	0.471091	0.067547	0.606673	
23.450000	12468.981589	0.484648	0.069262	0.615152	
23.500000	12468.981589	0.485232	0.070454	0.608987	
23.550000	12468.981589	0.493062	0.071814	0.611705	
23.600000	12468.981589	0.527081	0.075567	0.635925	
23.650000	12468.981589	0.527269	0.074067	0.638841	
23.700000	12468.981589	0.507661	0.070281	0.625226	
23.750000	12468.981589	0.456770	0.064834	0.582572	
23.800000	12468.981589	0.414164	0.060243	0.548297	
23.850000	12468.981589	0.411779	0.060308	0.544326	
23.900000	12468.981589	0.391371	0.058635	0.522490	
23.950000	12468.981589	0.430212	0.062324	0.553890	
24.000000	12468.981589	0.420094	0.059754	0.548184	
24.050000	12468.981589	0.418551	0.058995	0.544236	
24.100000	12468.981589	0.412995	0.058648	0.536333	
24.150000	12468.981589	0.402886	0.057953	0.528329	
24.200000	12468.981589	0.394822	0.057157	0.525860	
24.250000	12468.981589	0.409090	0.058631	0.540566	
24.300000	12468.981589	0.433983	0.062105	0.559834	
24.350000	12468.981589	0.507466	0.070315	0.618919	
24.400000	12468.981589	0.482577	0.068508	0.599749	
24.450000	12468.981589	0.516930	0.072895	0.626642	
24.500000	12468.981589	0.543785	0.076159	0.648996	
24.550000	12468.981589	0.541259	0.074550	0.649237	
24.600000	12468.981589	0.493533	0.068831	0.611319	
24.650000	12468.981589	0.455203	0.064715	0.579895	
24.700000	12468.981589	0.472500	0.066873	0.592102	
24.750000	12468.981589	0.441662	0.063575	0.565479	
24.800000	12468.981589	0.414535	0.060226	0.542248	
24.850000	12468.981589	0.423629	0.060766	0.552299	
24.900000	12468.981589	0.474598	0.066316	0.592449	
24.950000	12468.981589	0.518589	0.071775	0.623793	
25.000000	12468.981589	0.523548	0.073110	0.622976	
25.050000	12468.981589	0.500431	0.071124	0.600582	
25.100000	12468.981589	0.529415	0.073429	0.622763	
25.150000	12468.981589	0.506608	0.070352	0.604389	
25.200000	12468.981589	0.441823	0.062517	0.554450	
25.250000	12468.981589	0.416149	0.059118	0.535318	
25.300000	12468.981589	0.391712	0.057028	0.512450	
25.350000	12468.981589	0.383383	0.056895	0.500941	
